,H4K5ac,H4K12ac,H4K8ac,H3K4ac,H3K23ac,H3K14ac,H2AK5ac,H3K18ac,H3K9ac,H3K56ac,H3K27ac,H3K4me3,H3K4me2,Htz1,H3K79me,H3S10ph,H3K4me,H4K20me,H3K36me,H3K36me2,H4K16ac,H3K79me3,H3K36me3,H4R3me2s,H4R3me,H2AS129ph
H3K27ac,0.5395256850943931,0.5394427461629319,0.547601560946442,0.7792569105759057,0.7824818550967805,0.6997858816605868,0.6505181914940835,0.7164007129985549,0.7704130848120219,0.7899044743289776,1.0000150695459542,0.45937799897640214,0.39924541992753654,0.3993119352567779,0.4187665277136544,0.11640319237583724,-0.05422075559306007,-0.0912546554430696,0.11206979463187858,0.10014668699080462,0.29849911281633945,-0.28033460533946386,-0.33111449760522715,-0.3300603457381379,-0.2624754012942751,-0.08926017135590898
H3K4me3,0.49292822820030757,0.491818251047549,0.4761978813427602,0.703317785890206,0.7575141544833164,0.8603014237501929,0.7018895492361713,0.8373616785892661,0.5899615539350646,0.5976037449849362,0.45937799897640214,1.0000150695459553,0.6061450501346977,0.3250781937426866,0.02984005930423259,0.17882324997489912,-0.38317834725136274,-0.384796326050833,-0.07734672458597579,0.10172533471232145,-0.04736447603367634,-0.08601574809110006,-0.2229675914416041,-0.47214143409704945,-0.3582366151270597,-0.4633460732174895
H3K4me2,0.4184944975241806,0.41636835926672683,0.4671684085041666,0.46969658092232214,0.5434689303820974,0.6261673791594551,0.4879365050297752,0.4973668136375676,0.3231843398595776,0.3948577298177586,0.39924541992753654,0.6061450501346977,1.0000150695459549,0.2066742237105401,0.2230299812174941,0.2522001813208423,0.3482536966460095,0.23422396955062794,0.23120450281055813,0.5468139670967642,0.24187158581220244,0.015674260703876206,-0.025909784483905893,-0.168583444784885,-0.1716462066937396,-0.32055913515752754
Htz1,0.4952055536530728,0.5137306998350682,0.5184060385024958,0.4884728756860497,0.4633266107753675,0.4949704907948804,0.5844363232953635,0.4529423924094153,0.3946240120148253,0.4190945272643306,0.3993119352567779,0.3250781937426866,0.2066742237105401,1.000015069545955,0.3968452356125782,0.09446267545706946,-0.27269104934627203,-0.30749694999930477,-0.11593552082761095,-0.24801678570696606,-0.11444092590380817,-0.5224868206822119,-0.6333751547426832,-0.5397202349991916,-0.4672573509093942,0.1076055813793927
H3K79me,0.3464600940532107,0.3793832778147424,0.4383720949975051,0.3849507172763546,0.31856569942486274,0.3301979115984669,0.3185512957799012,0.24166051186934265,0.3008658349043412,0.3677543419656537,0.4187665277136544,0.02984005930423259,0.2230299812174941,0.3968452356125782,1.0000150695459546,0.12839682151949378,0.02549489667310359,0.11353886960183027,0.41181419611462367,0.20056011043728209,0.2034057517563055,-0.5530171410847,-0.48917013801705866,-0.245901356644622,-0.24302911997454404,0.2359580269370943
H3S10ph,0.0769729992808349,0.07739558502942238,0.08180968598177946,0.15814628231264619,0.17622004099161293,0.20554768393487458,0.11057884397634467,0.14393623477970482,0.08162917683866397,0.14286115990875276,0.11640319237583724,0.17882324997489912,0.2522001813208423,0.09446267545706946,0.12839682151949378,1.0000150695459549,0.08127320188097747,0.07056410109175683,0.08431468753699586,0.11344663100257507,0.12419113179401867,-0.03648069290057213,-0.08861306036728087,-0.01833271059171327,-0.04097076180528822,-0.11451565712913826
H3K4me,-0.16421763415547602,-0.20095419731038572,-0.13092338239580711,-0.2911986780915304,-0.23823828391999216,-0.30177741538572084,-0.3102939851694377,-0.3820519324122002,-0.26924716269829746,-0.22626182634152364,-0.05422075559306007,-0.38317834725136274,0.3482536966460095,-0.27269104934627203,0.02549489667310359,0.08127320188097747,1.0000150695459538,0.8051779837789486,0.3674018462495235,0.5350710256224193,0.4867399183665101,0.4498439660786079,0.5134567855710136,0.5459064781549525,0.40215770713286325,-0.01280237822013281
H4K20me,-0.22650433155636712,-0.22561685760719127,-0.18241341427037225,-0.3410308076043985,-0.2872339377164094,-0.31454559889839656,-0.37493845680944016,-0.4407059398946964,-0.34721965803134963,-0.2918620945099474,-0.0912546554430696,-0.384796326050833,0.23422396955062794,-0.30749694999930477,0.11353886960183027,0.07056410109175683,0.8051779837789486,1.0000150695459555,0.5682844331842936,0.5903406512741926,0.577711372463804,0.47145920132822516,0.48920363633383257,0.6810066121497456,0.5065422657012413,0.094630008704621
H3K36me,0.18097898408222407,0.17760804375216227,0.22602815624823583,-0.00289818312551597,0.018114622492103143,0.015790706559401704,0.002984521309034489,-0.11638489187249382,-0.04581177099320183,-0.017840739627500546,0.11206979463187858,-0.07734672458597579,0.23120450281055813,-0.11593552082761095,0.41181419611462367,0.08431468753699586,0.3674018462495235,0.5682844331842936,1.000015069545955,0.7045640241971782,0.5205428680143679,0.18736859834520708,0.15755446441076407,0.2821587328233639,0.1498229448488337,0.05940570310169913
H3K36me2,0.11541117649704082,0.09353005876444999,0.17252463056073758,0.044238071588140304,0.07480540915167778,0.0941932530202833,0.007450563849905945,-0.022425802079776833,0.009100614491501837,0.022831982017314113,0.10014668699080462,0.10172533471232145,0.5468139670967642,-0.24801678570696606,0.20056011043728209,0.11344663100257507,0.5350710256224193,0.5903406512741926,0.7045640241971782,1.000015069545955,0.5611232662832781,0.38703266033104816,0.4383626379238378,0.33618134992990406,0.222435127242804,-0.1867401384113817
H4K16ac,0.10565021998811985,0.08500985275020279,0.14656260428346293,0.1518785475747793,0.16673667403165393,0.09034044039261091,0.004166603816672303,-0.03792510617517166,0.16991989935414148,0.16537428138878418,0.29849911281633945,-0.04736447603367634,0.24187158581220244,-0.11444092590380817,0.2034057517563055,0.12419113179401867,0.4867399183665101,0.577711372463804,0.5205428680143679,0.5611232662832781,1.0000150695459535,0.4187757743295061,0.3212583367630281,0.4825658676380875,0.31942962829527916,-0.022639766830229186
H3K79me3,-0.34258610219575947,-0.3923614816605325,-0.4011188289313002,-0.39102131281864444,-0.2889277765017032,-0.32766799784095313,-0.3975665196662238,-0.3486586931594854,-0.30438119227537197,-0.3539423701132103,-0.28033460533946386,-0.08601574809110006,0.015674260703876206,-0.5224868206822119,-0.5530171410847,-0.03648069290057213,0.4498439660786079,0.47145920132822516,0.18736859834520708,0.38703266033104816,0.4187757743295061,1.0000150695459546,0.8563499410126825,0.693369118741762,0.6194495462647106,-0.26456784627444296
H3K36me3,-0.4342565926476568,-0.48696914405742686,-0.47699157304049916,-0.47618074666285554,-0.4161665058728771,-0.4558748470086948,-0.5119116619657027,-0.41966242778916085,-0.3551345446305575,-0.4036347501455006,-0.33111449760522715,-0.2229675914416041,-0.025909784483905893,-0.6333751547426832,-0.48917013801705866,-0.08861306036728087,0.5134567855710136,0.48920363633383257,0.15755446441076407,0.4383626379238378,0.3212583367630281,0.8563499410126825,1.0000150695459553,0.709911300740045,0.6339548086941281,-0.2388047099457961
H4R3me2s,-0.5675469696274683,-0.5676032798501944,-0.5794903757307848,-0.5945553826963295,-0.5405213061486176,-0.5739283031847768,-0.666163552931258,-0.6419411847467197,-0.5313497277333602,-0.5251446958818874,-0.3300603457381379,-0.47214143409704945,-0.168583444784885,-0.5397202349991916,-0.245901356644622,-0.01833271059171327,0.5459064781549525,0.6810066121497456,0.2821587328233639,0.33618134992990406,0.4825658676380875,0.693369118741762,0.709911300740045,1.000015069545954,0.7305871438904314,0.18069507448945848
H4R3me,-0.5439002721369769,-0.5264123812625697,-0.5463443022826666,-0.4603033420934627,-0.4226546718529317,-0.45919973336308534,-0.5413914722295227,-0.4640168263981436,-0.375615966875471,-0.37486102471127847,-0.2624754012942751,-0.3582366151270597,-0.1716462066937396,-0.4672573509093942,-0.24302911997454404,-0.04097076180528822,0.40215770713286325,0.5065422657012413,0.1498229448488337,0.222435127242804,0.31942962829527916,0.6194495462647106,0.6339548086941281,0.7305871438904314,1.0000150695459549,0.06510069440802566
H2AS129ph,-0.10698290798402071,-0.04187014857188635,-0.08770393414005441,-0.2750243534182049,-0.27267363811354545,-0.31583087502903945,-0.19774969982679685,-0.39254388111525085,-0.29896168952225116,-0.31920974866757,-0.08926017135590898,-0.4633460732174895,-0.32055913515752754,0.1076055813793927,0.2359580269370943,-0.11451565712913826,-0.01280237822013281,0.094630008704621,0.05940570310169913,-0.1867401384113817,-0.022639766830229186,-0.26456784627444296,-0.2388047099457961,0.18069507448945848,0.06510069440802566,1.0000150695459549
