feature,importance,target,method,rank
H4K12ac,0.24708222,H4K8ac,mean_abs,1
H4K5ac,0.15762845,H4K8ac,mean_abs,2
H2AK5ac,0.039771672,H4K8ac,mean_abs,3
H3K79me,0.02260977,H4K8ac,mean_abs,4
H3K79me3,0.015730105,H4K8ac,mean_abs,5
H3K4ac,0.013447621,H4K8ac,mean_abs,6
H3K4me2,0.012884983,H4K8ac,mean_abs,7
H3K36me3,0.011105058,H4K8ac,mean_abs,8
H3K36me2,0.0069800955,H4K8ac,mean_abs,9
H3K4me,0.006606747,H4K8ac,mean_abs,10
H4K16ac,0.006433021,H4K8ac,mean_abs,11
H3K14ac,0.0059052934,H4K8ac,mean_abs,12
H3K36me,0.0054826285,H4K8ac,mean_abs,13
H4R3me2s,0.0046131294,H4K8ac,mean_abs,14
H4R3me,0.0039307396,H4K8ac,mean_abs,15
H3K18ac,0.0038668015,H4K8ac,mean_abs,16
H3K4me3,0.0031729043,H4K8ac,mean_abs,17
H2AS129ph,0.0028138645,H4K8ac,mean_abs,18
Htz1,0.0021413944,H4K8ac,mean_abs,19
H3K56ac,0.0016136162,H4K8ac,mean_abs,20
H3K9ac,0.0013092323,H4K8ac,mean_abs,21
H4K20me,0.0012536417,H4K8ac,mean_abs,22
H3K27ac,0.0010262713,H4K8ac,mean_abs,23
H3S10ph,0.0009324186,H4K8ac,mean_abs,24
H3K23ac,0.00057011115,H4K8ac,mean_abs,25
