feature,importance,target,method,rank
H3K4me3,0.44850758,H3K4me2,mean_abs,1
H3K4me,0.2335947,H3K4me2,mean_abs,2
H3K36me2,0.123507194,H3K4me2,mean_abs,3
H3K14ac,0.103263,H3K4me2,mean_abs,4
H3K36me3,0.037819315,H3K4me2,mean_abs,5
H3K18ac,0.028100168,H3K4me2,mean_abs,6
H3K79me3,0.022346351,H3K4me2,mean_abs,7
H4R3me2s,0.011790899,H3K4me2,mean_abs,8
H4K20me,0.0083465995,H3K4me2,mean_abs,9
H3K79me,0.003599302,H3K4me2,mean_abs,10
H4K16ac,0.003540882,H3K4me2,mean_abs,11
H3K9ac,0.00338531,H3K4me2,mean_abs,12
H4K8ac,0.002079954,H3K4me2,mean_abs,13
H3S10ph,0.0018968055,H3K4me2,mean_abs,14
H4R3me,0.0017700349,H3K4me2,mean_abs,15
H2AS129ph,0.0015507736,H3K4me2,mean_abs,16
H3K36me,0.0015219512,H3K4me2,mean_abs,17
H2AK5ac,0.0012881778,H3K4me2,mean_abs,18
H3K27ac,0.001009323,H3K4me2,mean_abs,19
H4K12ac,0.0010041299,H3K4me2,mean_abs,20
Htz1,0.0010036458,H3K4me2,mean_abs,21
H3K4ac,0.00078103866,H3K4me2,mean_abs,22
H4K5ac,0.000757268,H3K4me2,mean_abs,23
H3K56ac,0.0007256066,H3K4me2,mean_abs,24
H3K23ac,0.00068455696,H3K4me2,mean_abs,25
