feature,importance,target,method,rank
H3K9ac,0.2108281,H3K56ac,mean_abs,1
H3K4ac,0.12442827,H3K56ac,mean_abs,2
H3K79me,0.011908213,H3K56ac,mean_abs,3
H3K14ac,0.009498526,H3K56ac,mean_abs,4
H2AS129ph,0.009086285,H3K56ac,mean_abs,5
H3K18ac,0.008684539,H3K56ac,mean_abs,6
H3K4me3,0.008412934,H3K56ac,mean_abs,7
H4K16ac,0.006155128,H3K56ac,mean_abs,8
H3K27ac,0.0040364717,H3K56ac,mean_abs,9
H3K79me3,0.003996233,H3K56ac,mean_abs,10
H3K23ac,0.0030654392,H3K56ac,mean_abs,11
H3K4me,0.0030309397,H3K56ac,mean_abs,12
H4K20me,0.002576813,H3K56ac,mean_abs,13
H3S10ph,0.001771548,H3K56ac,mean_abs,14
H4R3me2s,0.001724379,H3K56ac,mean_abs,15
H4K5ac,0.0017052882,H3K56ac,mean_abs,16
H4K8ac,0.0014244703,H3K56ac,mean_abs,17
H3K36me2,0.0011885691,H3K56ac,mean_abs,18
H3K4me2,0.0010494418,H3K56ac,mean_abs,19
H3K36me,0.0009986719,H3K56ac,mean_abs,20
H4K12ac,0.00077293016,H3K56ac,mean_abs,21
H3K36me3,0.00077221665,H3K56ac,mean_abs,22
H4R3me,0.00068965927,H3K56ac,mean_abs,23
Htz1,0.00047824447,H3K56ac,mean_abs,24
H2AK5ac,0.00043864292,H3K56ac,mean_abs,25
