feature,importance,target,method,rank
H3K56ac,0.15240945,H3K27ac,mean_abs,1
H3K23ac,0.092583925,H3K27ac,mean_abs,2
H4K16ac,0.039093226,H3K27ac,mean_abs,3
H3K9ac,0.021504028,H3K27ac,mean_abs,4
H3K79me,0.019333124,H3K27ac,mean_abs,5
H2AS129ph,0.01772661,H3K27ac,mean_abs,6
H3K4ac,0.016569769,H3K27ac,mean_abs,7
H3K4me,0.013714054,H3K27ac,mean_abs,8
H4K20me,0.0061105397,H3K27ac,mean_abs,9
H4R3me2s,0.0058739814,H3K27ac,mean_abs,10
H3K18ac,0.005788157,H3K27ac,mean_abs,11
H3K14ac,0.0048122187,H3K27ac,mean_abs,12
H4K12ac,0.004743043,H3K27ac,mean_abs,13
H4K5ac,0.00448764,H3K27ac,mean_abs,14
H3K79me3,0.004428202,H3K27ac,mean_abs,15
H3K36me2,0.0038063882,H3K27ac,mean_abs,16
H3K36me3,0.0037405877,H3K27ac,mean_abs,17
H3K4me3,0.0036493621,H3K27ac,mean_abs,18
H4K8ac,0.0032650242,H3K27ac,mean_abs,19
H2AK5ac,0.0029621066,H3K27ac,mean_abs,20
Htz1,0.0020133264,H3K27ac,mean_abs,21
H3K36me,0.0016413105,H3K27ac,mean_abs,22
H4R3me,0.0008764835,H3K27ac,mean_abs,23
H3K4me2,0.0007307463,H3K27ac,mean_abs,24
H3S10ph,0.0003450028,H3K27ac,mean_abs,25
