feature,importance,target,method,rank
H3K79me3,0.5389525,H3K36me3,mean_abs,1
H4R3me2s,0.11284758,H3K36me3,mean_abs,2
H3K36me2,0.10623102,H3K36me3,mean_abs,3
H3K36me,0.0901954,H3K36me3,mean_abs,4
Htz1,0.08552498,H3K36me3,mean_abs,5
H3K14ac,0.07219755,H3K36me3,mean_abs,6
H2AK5ac,0.046820913,H3K36me3,mean_abs,7
H3K4me2,0.026483024,H3K36me3,mean_abs,8
H3K4me,0.023022048,H3K36me3,mean_abs,9
H3K79me,0.018939473,H3K36me3,mean_abs,10
H4R3me,0.01542892,H3K36me3,mean_abs,11
H3K4me3,0.012601146,H3K36me3,mean_abs,12
H2AS129ph,0.011957812,H3K36me3,mean_abs,13
H4K8ac,0.008637983,H3K36me3,mean_abs,14
H4K16ac,0.0069022304,H3K36me3,mean_abs,15
H3K18ac,0.006008219,H3K36me3,mean_abs,16
H4K12ac,0.0057993033,H3K36me3,mean_abs,17
H3K23ac,0.0055551906,H3K36me3,mean_abs,18
H3K9ac,0.0044347346,H3K36me3,mean_abs,19
H4K5ac,0.0030274475,H3K36me3,mean_abs,20
H3K27ac,0.0026048566,H3K36me3,mean_abs,21
H4K20me,0.0023170577,H3K36me3,mean_abs,22
H3S10ph,0.0021532157,H3K36me3,mean_abs,23
H3K4ac,0.002144031,H3K36me3,mean_abs,24
H3K56ac,0.0011282802,H3K36me3,mean_abs,25
