feature,importance,target,method,rank
H4K20me,0.27776214,H3K4me,mean_abs,1
H3K4me3,0.22378528,H3K4me,mean_abs,2
H3K4me2,0.17799975,H3K4me,mean_abs,3
H3K36me3,0.083932124,H3K4me,mean_abs,4
H3K79me3,0.019663088,H3K4me,mean_abs,5
H3K36me2,0.011346727,H3K4me,mean_abs,6
H4R3me2s,0.008471097,H3K4me,mean_abs,7
H4K16ac,0.007558775,H3K4me,mean_abs,8
H2AS129ph,0.005894469,H3K4me,mean_abs,9
H3K14ac,0.0033017977,H3K4me,mean_abs,10
H3K18ac,0.0024509507,H3K4me,mean_abs,11
H3K79me,0.0024102696,H3K4me,mean_abs,12
H3S10ph,0.0020811823,H3K4me,mean_abs,13
H3K36me,0.0018669285,H3K4me,mean_abs,14
H3K27ac,0.0014940905,H3K4me,mean_abs,15
H3K23ac,0.0012275234,H3K4me,mean_abs,16
H2AK5ac,0.0012189806,H3K4me,mean_abs,17
H4K5ac,0.0011185539,H3K4me,mean_abs,18
H4K8ac,0.0010934998,H3K4me,mean_abs,19
H3K9ac,0.0009775038,H3K4me,mean_abs,20
H3K56ac,0.00078789744,H3K4me,mean_abs,21
H3K4ac,0.0007247405,H3K4me,mean_abs,22
H4R3me,0.00068478537,H3K4me,mean_abs,23
H4K12ac,0.0006825656,H3K4me,mean_abs,24
Htz1,0.0006340351,H3K4me,mean_abs,25
