feature,importance,target,method,rank
H4K8ac,0.25295433,H4K5ac,mean_abs,1
H4K12ac,0.12664558,H4K5ac,mean_abs,2
H2AK5ac,0.050110184,H4K5ac,mean_abs,3
H4R3me2s,0.010616609,H4K5ac,mean_abs,4
H4R3me,0.007321508,H4K5ac,mean_abs,5
H4K16ac,0.0066064014,H4K5ac,mean_abs,6
H3K23ac,0.0041515986,H4K5ac,mean_abs,7
H3K36me,0.0036024,H4K5ac,mean_abs,8
H3K79me,0.0033615753,H4K5ac,mean_abs,9
H3K36me2,0.0028453472,H4K5ac,mean_abs,10
H3K27ac,0.0027216214,H4K5ac,mean_abs,11
H2AS129ph,0.002302476,H4K5ac,mean_abs,12
H3K4me2,0.0021777404,H4K5ac,mean_abs,13
H3K56ac,0.0017764334,H4K5ac,mean_abs,14
H4K20me,0.0016315362,H4K5ac,mean_abs,15
H3K79me3,0.001623945,H4K5ac,mean_abs,16
H3K4me,0.0015935565,H4K5ac,mean_abs,17
H3K14ac,0.0014920618,H4K5ac,mean_abs,18
H3K4ac,0.0014180362,H4K5ac,mean_abs,19
H3K18ac,0.0013415687,H4K5ac,mean_abs,20
H3K9ac,0.0013162383,H4K5ac,mean_abs,21
H3S10ph,0.0012690114,H4K5ac,mean_abs,22
H3K36me3,0.0012011213,H4K5ac,mean_abs,23
H3K4me3,0.0010811293,H4K5ac,mean_abs,24
Htz1,0.00080044096,H4K5ac,mean_abs,25
