feature,importance,target,method,rank
H3K56ac,0.31515154,H3K9ac,mean_abs,1
H3K4ac,0.11111676,H3K9ac,mean_abs,2
H3K18ac,0.03032418,H3K9ac,mean_abs,3
H3K36me3,0.02942976,H3K9ac,mean_abs,4
H3K4me2,0.027284157,H3K9ac,mean_abs,5
H3K23ac,0.013411239,H3K9ac,mean_abs,6
H3K4me3,0.008765393,H3K9ac,mean_abs,7
H3K27ac,0.007980461,H3K9ac,mean_abs,8
H4K16ac,0.005183826,H3K9ac,mean_abs,9
H3K79me3,0.002982343,H3K9ac,mean_abs,10
H3S10ph,0.0029285674,H3K9ac,mean_abs,11
H4K20me,0.0024692088,H3K9ac,mean_abs,12
H3K14ac,0.00245865,H3K9ac,mean_abs,13
H3K79me,0.0023144812,H3K9ac,mean_abs,14
H3K4me,0.0021944696,H3K9ac,mean_abs,15
H3K36me2,0.0020766133,H3K9ac,mean_abs,16
H3K36me,0.0020334932,H3K9ac,mean_abs,17
H2AS129ph,0.0019426781,H3K9ac,mean_abs,18
Htz1,0.001761802,H3K9ac,mean_abs,19
H4R3me2s,0.001515275,H3K9ac,mean_abs,20
H2AK5ac,0.0012772579,H3K9ac,mean_abs,21
H4K5ac,0.00054698956,H3K9ac,mean_abs,22
H4K8ac,0.0004062271,H3K9ac,mean_abs,23
H4K12ac,0.00039518432,H3K9ac,mean_abs,24
H4R3me,0.0002477462,H3K9ac,mean_abs,25
