feature,importance,target,method,rank
H3K14ac,0.53643006,H3K4me3,mean_abs,1
H3K4me2,0.34250778,H3K4me3,mean_abs,2
H3K4me,0.27617848,H3K4me3,mean_abs,3
H3K18ac,0.14165576,H3K4me3,mean_abs,4
H3K79me3,0.08998363,H3K4me3,mean_abs,5
H3K79me,0.030877605,H3K4me3,mean_abs,6
H3K23ac,0.02834652,H3K4me3,mean_abs,7
H3K36me3,0.027818764,H3K4me3,mean_abs,8
H4K20me,0.015901739,H3K4me3,mean_abs,9
H2AS129ph,0.014241079,H3K4me3,mean_abs,10
H4K16ac,0.013990341,H3K4me3,mean_abs,11
H3K56ac,0.007850721,H3K4me3,mean_abs,12
H4K8ac,0.006429691,H3K4me3,mean_abs,13
H2AK5ac,0.005767801,H3K4me3,mean_abs,14
H4R3me2s,0.005560532,H3K4me3,mean_abs,15
H3K9ac,0.003656825,H3K4me3,mean_abs,16
H3S10ph,0.0035325333,H3K4me3,mean_abs,17
H3K36me2,0.0033688569,H3K4me3,mean_abs,18
H3K4ac,0.002468754,H3K4me3,mean_abs,19
H3K27ac,0.0021894816,H3K4me3,mean_abs,20
H3K36me,0.0018986755,H3K4me3,mean_abs,21
H4K5ac,0.0011696569,H3K4me3,mean_abs,22
H4K12ac,0.00073157373,H3K4me3,mean_abs,23
H4R3me,0.0007085052,H3K4me3,mean_abs,24
Htz1,0.00059459114,H3K4me3,mean_abs,25
