feature,importance,target,method,rank
H3K36me3,0.3662205,H3K79me3,mean_abs,1
H4R3me2s,0.14623079,H3K79me3,mean_abs,2
H3K79me,0.095774174,H3K79me3,mean_abs,3
H3K4me3,0.09499984,H3K79me3,mean_abs,4
H3K36me,0.02423801,H3K79me3,mean_abs,5
H4R3me,0.023246136,H3K79me3,mean_abs,6
H3K36me2,0.021858426,H3K79me3,mean_abs,7
H4K16ac,0.020057587,H3K79me3,mean_abs,8
H3K14ac,0.006847077,H3K79me3,mean_abs,9
H3K56ac,0.005860431,H3K79me3,mean_abs,10
H4K20me,0.0050178682,H3K79me3,mean_abs,11
H2AS129ph,0.004797288,H3K79me3,mean_abs,12
H3K9ac,0.004614822,H3K79me3,mean_abs,13
H3K4me2,0.004384833,H3K79me3,mean_abs,14
H3K18ac,0.0040631574,H3K79me3,mean_abs,15
H3K4me,0.0025856313,H3K79me3,mean_abs,16
H3K27ac,0.0022535815,H3K79me3,mean_abs,17
H4K8ac,0.0018539256,H3K79me3,mean_abs,18
H4K5ac,0.0016221325,H3K79me3,mean_abs,19
Htz1,0.0014824906,H3K79me3,mean_abs,20
H3K23ac,0.0013563578,H3K79me3,mean_abs,21
H2AK5ac,0.001234695,H3K79me3,mean_abs,22
H4K12ac,0.0010981056,H3K79me3,mean_abs,23
H3K4ac,0.0009235472,H3K79me3,mean_abs,24
H3S10ph,0.0006551364,H3K79me3,mean_abs,25
