feature,importance,target,method,rank
H3K56ac,0.27857113,H3K4ac,mean_abs,1
H3K14ac,0.15945092,H3K4ac,mean_abs,2
H3K9ac,0.112366326,H3K4ac,mean_abs,3
H3K23ac,0.05355941,H3K4ac,mean_abs,4
H3K36me3,0.016570395,H3K4ac,mean_abs,5
H4K8ac,0.008997922,H3K4ac,mean_abs,6
H2AK5ac,0.005091194,H3K4ac,mean_abs,7
H3K79me3,0.003896274,H3K4ac,mean_abs,8
H4K16ac,0.0038297237,H3K4ac,mean_abs,9
H3K18ac,0.0037679235,H3K4ac,mean_abs,10
H3K79me,0.003078402,H3K4ac,mean_abs,11
H4K5ac,0.002191609,H3K4ac,mean_abs,12
H3K27ac,0.0020874974,H3K4ac,mean_abs,13
H3K36me2,0.0015768806,H3K4ac,mean_abs,14
H4K12ac,0.0015667109,H3K4ac,mean_abs,15
H2AS129ph,0.0014509334,H3K4ac,mean_abs,16
Htz1,0.0011670829,H3K4ac,mean_abs,17
H4R3me,0.0010019401,H3K4ac,mean_abs,18
H4R3me2s,0.000908396,H3K4ac,mean_abs,19
H3K4me,0.00071450695,H3K4ac,mean_abs,20
H3K4me2,0.00070320716,H3K4ac,mean_abs,21
H3K4me3,0.00069868367,H3K4ac,mean_abs,22
H3S10ph,0.00052377686,H3K4ac,mean_abs,23
H3K36me,0.00037369347,H3K4ac,mean_abs,24
H4K20me,0.0003093517,H3K4ac,mean_abs,25
