feature,importance,target,method,rank
H3K4me,0.20644562,H4K20me,mean_abs,1
H4R3me2s,0.0934795,H4K20me,mean_abs,2
H3K36me,0.07921269,H4K20me,mean_abs,3
H4K16ac,0.023143062,H4K20me,mean_abs,4
H3K36me2,0.0134470835,H4K20me,mean_abs,5
H3K4me2,0.0061454973,H4K20me,mean_abs,6
H3K4me3,0.006101872,H4K20me,mean_abs,7
H3K79me,0.005156665,H4K20me,mean_abs,8
H3K18ac,0.005059894,H4K20me,mean_abs,9
H4R3me,0.003056413,H4K20me,mean_abs,10
H2AK5ac,0.002785143,H4K20me,mean_abs,11
H3K36me3,0.002703497,H4K20me,mean_abs,12
H3K79me3,0.0021018772,H4K20me,mean_abs,13
H3K9ac,0.0019700585,H4K20me,mean_abs,14
H3K23ac,0.0011468469,H4K20me,mean_abs,15
H3K4ac,0.0009768964,H4K20me,mean_abs,16
H3K14ac,0.0009752409,H4K20me,mean_abs,17
H3K56ac,0.00088626135,H4K20me,mean_abs,18
Htz1,0.0008293511,H4K20me,mean_abs,19
H3K27ac,0.0007785441,H4K20me,mean_abs,20
H4K5ac,0.0007111477,H4K20me,mean_abs,21
H2AS129ph,0.0006331495,H4K20me,mean_abs,22
H3S10ph,0.00049811427,H4K20me,mean_abs,23
H4K12ac,0.0004870947,H4K20me,mean_abs,24
H4K8ac,0.00031867277,H4K20me,mean_abs,25
