,H2BK5me1_H3K4me1,H2BK5me1_H3K4me2,H2BK5me1_H3K9me1,H2BK5me1_H4K20me1,H2BK5me1_H4K12ac,H2BK5me1_H4K91ac,H3K4me1_H3K4me2,H3K4me1_H3K4me3,H3K4me1_H3K9me1,H3K4me1_H3K9me2,H3K4me1_H3K27me1,H3K4me1_H3K27me2,H3K4me1_H3K27me3,H3K4me1_H3K36me1,H3K4me1_H3K36me3,H3K4me1_H3K79me1,H3K4me1_H3K79me3,H3K4me1_H3R2me1,H3K4me1_H3R2me2,H3K4me1_H4K20me1,H3K4me1_H4K20me3,H3K4me1_H3K4ac,H3K4me1_H3K9ac,H3K4me1_H3K14ac,H3K4me1_H3K18ac,H3K4me1_H3K23ac,H3K4me1_H3K27ac,H3K4me1_H3K36ac,H3K4me1_H4K5ac,H3K4me1_H4K8ac,H3K4me1_H4K12ac,H3K4me1_H4K16ac,H3K4me1_H4K91ac,H3K4me1_H2AK5ac,H3K4me1_H2AK9ac,H3K4me1_H2BK5ac,H3K4me1_H2BK12ac,H3K4me1_H2BK20ac,H3K4me1_H2BK120ac,H3K4me2_H3K4me3,H3K4me2_H3K9me1,H3K4me2_H3K9me2,H3K4me2_H3K27me1,H3K4me2_H3K27me2,H3K4me2_H3K27me3,H3K4me2_H3K36me1,H3K4me2_H3K36me3,H3K4me2_H3K79me1,H3K4me2_H3K79me3,H3K4me2_H3R2me1,H3K4me2_H3R2me2,H3K4me2_H4K20me1,H3K4me2_H4K20me3,H3K4me2_H3K4ac,H3K4me2_H3K9ac,H3K4me2_H3K14ac,H3K4me2_H3K18ac,H3K4me2_H3K23ac,H3K4me2_H3K27ac,H3K4me2_H3K36ac,H3K4me2_H4K5ac,H3K4me2_H4K8ac,H3K4me2_H4K12ac,H3K4me2_H4K16ac,H3K4me2_H4K91ac,H3K4me2_H2AK5ac,H3K4me2_H2AK9ac,H3K4me2_H2BK5ac,H3K4me2_H2BK12ac,H3K4me2_H2BK20ac,H3K4me2_H2BK120ac,H3K4me3_H3K9me1,H3K4me3_H3K9me2,H3K4me3_H3K27me1,H3K4me3_H3K27me2,H3K4me3_H3K27me3,H3K4me3_H3K36me1,H3K4me3_H3K36me3,H3K4me3_H3K79me1,H3K4me3_H3K79me3,H3K4me3_H3R2me1,H3K4me3_H3R2me2,H3K4me3_H4K20me1,H3K4me3_H4K20me3,H3K4me3_H3K4ac,H3K4me3_H3K9ac,H3K4me3_H3K14ac,H3K4me3_H3K18ac,H3K4me3_H3K23ac,H3K4me3_H3K27ac,H3K4me3_H3K36ac,H3K4me3_H4K5ac,H3K4me3_H4K8ac,H3K4me3_H4K12ac,H3K4me3_H4K16ac,H3K4me3_H4K91ac,H3K4me3_H2AK5ac,H3K4me3_H2AK9ac,H3K4me3_H2BK5ac,H3K4me3_H2BK12ac,H3K4me3_H2BK20ac,H3K4me3_H2BK120ac,H3K9me1_H3K9me2,H3K9me1_H3K27me1,H3K9me1_H3K27me2,H3K9me1_H3K27me3,H3K9me1_H3K36me1,H3K9me1_H3K36me3,H3K9me1_H3K79me1,H3K9me1_H3K79me3,H3K9me1_H3R2me1,H3K9me1_H3R2me2,H3K9me1_H4K20me1,H3K9me1_H4K20me3,H3K9me1_H3K4ac,H3K9me1_H3K9ac,H3K9me1_H3K14ac,H3K9me1_H3K18ac,H3K9me1_H3K23ac,H3K9me1_H3K27ac,H3K9me1_H3K36ac,H3K9me1_H4K5ac,H3K9me1_H4K8ac,H3K9me1_H4K12ac,H3K9me1_H4K16ac,H3K9me1_H4K91ac,H3K9me1_H2AK5ac,H3K9me1_H2AK9ac,H3K9me1_H2BK5ac,H3K9me1_H2BK12ac,H3K9me1_H2BK20ac,H3K9me1_H2BK120ac,H3K9me2_H4K20me1,H3K9me2_H3K4ac,H3K9me2_H3K9ac,H3K9me2_H3K18ac,H3K9me2_H3K27ac,H3K9me2_H3K36ac,H3K9me2_H4K5ac,H3K9me2_H4K8ac,H3K9me2_H4K12ac,H3K9me2_H4K91ac,H3K9me2_H2BK5ac,H3K9me2_H2BK12ac,H3K9me2_H2BK20ac,H3K9me2_H2BK120ac,H3K27me1_H3K36me3,H3K27me1_H4K20me1,H3K27me1_H3K4ac,H3K27me1_H3K9ac,H3K27me1_H3K18ac,H3K27me1_H3K27ac,H3K27me1_H3K36ac,H3K27me1_H4K5ac,H3K27me1_H4K8ac,H3K27me1_H4K12ac,H3K27me1_H4K16ac,H3K27me1_H4K91ac,H3K27me1_H2BK5ac,H3K27me1_H2BK12ac,H3K27me1_H2BK20ac,H3K27me1_H2BK120ac,H3K27me2_H4K20me1,H3K27me2_H4K91ac,H3K27me3_H4K20me1,H3K27me3_H3K18ac,H3K27me3_H3K27ac,H3K27me3_H4K5ac,H3K27me3_H4K12ac,H3K27me3_H4K91ac,H3K27me3_H2BK20ac,H3K27me3_H2BK120ac,H3K36me1_H4K20me1,H3K36me1_H3K4ac,H3K36me1_H3K9ac,H3K36me1_H3K18ac,H3K36me1_H3K27ac,H3K36me1_H3K36ac,H3K36me1_H4K5ac,H3K36me1_H4K8ac,H3K36me1_H4K12ac,H3K36me1_H4K91ac,H3K36me1_H2BK5ac,H3K36me1_H2BK12ac,H3K36me1_H2BK20ac,H3K36me1_H2BK120ac,H3K36me3_H3K79me3,H3K36me3_H3R2me1,H3K36me3_H4K20me1,H3K36me3_H3K4ac,H3K36me3_H3K9ac,H3K36me3_H3K18ac,H3K36me3_H3K27ac,H3K36me3_H3K36ac,H3K36me3_H4K5ac,H3K36me3_H4K8ac,H3K36me3_H4K12ac,H3K36me3_H4K16ac,H3K36me3_H4K91ac,H3K36me3_H2BK5ac,H3K36me3_H2BK12ac,H3K36me3_H2BK20ac,H3K36me3_H2BK120ac,H3K79me1_H4K20me1,H3K79me1_H3K4ac,H3K79me1_H3K9ac,H3K79me1_H3K18ac,H3K79me1_H3K27ac,H3K79me1_H3K36ac,H3K79me1_H4K5ac,H3K79me1_H4K8ac,H3K79me1_H4K12ac,H3K79me1_H4K91ac,H3K79me1_H2BK5ac,H3K79me1_H2BK20ac,H3K79me1_H2BK120ac,H3K79me3_H4K20me1,H3K79me3_H3K4ac,H3K79me3_H3K9ac,H3K79me3_H3K18ac,H3K79me3_H3K27ac,H3K79me3_H3K36ac,H3K79me3_H4K5ac,H3K79me3_H4K8ac,H3K79me3_H4K12ac,H3K79me3_H4K91ac,H3K79me3_H2BK5ac,H3K79me3_H2BK12ac,H3K79me3_H2BK20ac,H3K79me3_H2BK120ac,H3R2me1_H4K20me1,H3R2me1_H3K4ac,H3R2me1_H3K9ac,H3R2me1_H3K18ac,H3R2me1_H3K27ac,H3R2me1_H3K36ac,H3R2me1_H4K5ac,H3R2me1_H4K8ac,H3R2me1_H4K12ac,H3R2me1_H4K91ac,H3R2me1_H2BK5ac,H3R2me1_H2BK12ac,H3R2me1_H2BK20ac,H3R2me1_H2BK120ac,H3R2me2_H4K20me1,H3R2me2_H3K4ac,H3R2me2_H3K9ac,H3R2me2_H3K18ac,H3R2me2_H3K27ac,H3R2me2_H4K5ac,H3R2me2_H4K12ac,H3R2me2_H4K91ac,H3R2me2_H2BK20ac,H3R2me2_H2BK120ac,H4K20me1_H4K20me3,H4K20me1_H3K4ac,H4K20me1_H3K9ac,H4K20me1_H3K14ac,H4K20me1_H3K18ac,H4K20me1_H3K23ac,H4K20me1_H3K27ac,H4K20me1_H3K36ac,H4K20me1_H4K5ac,H4K20me1_H4K8ac,H4K20me1_H4K12ac,H4K20me1_H4K16ac,H4K20me1_H4K91ac,H4K20me1_H2AK5ac,H4K20me1_H2AK9ac,H4K20me1_H2BK5ac,H4K20me1_H2BK12ac,H4K20me1_H2BK20ac,H4K20me1_H2BK120ac,H4K20me3_H3K18ac,H4K20me3_H3K27ac,H4K20me3_H4K12ac,H4K20me3_H4K91ac,H3K4ac_H3K9ac,H3K4ac_H3K14ac,H3K4ac_H3K18ac,H3K4ac_H3K23ac,H3K4ac_H3K27ac,H3K4ac_H3K36ac,H3K4ac_H4K5ac,H3K4ac_H4K8ac,H3K4ac_H4K12ac,H3K4ac_H4K16ac,H3K4ac_H4K91ac,H3K4ac_H2AK5ac,H3K4ac_H2AK9ac,H3K4ac_H2BK5ac,H3K4ac_H2BK12ac,H3K4ac_H2BK20ac,H3K4ac_H2BK120ac,H3K9ac_H3K14ac,H3K9ac_H3K18ac,H3K9ac_H3K23ac,H3K9ac_H3K27ac,H3K9ac_H3K36ac,H3K9ac_H4K5ac,H3K9ac_H4K8ac,H3K9ac_H4K12ac,H3K9ac_H4K16ac,H3K9ac_H4K91ac,H3K9ac_H2AK5ac,H3K9ac_H2AK9ac,H3K9ac_H2BK5ac,H3K9ac_H2BK12ac,H3K9ac_H2BK20ac,H3K9ac_H2BK120ac,H3K14ac_H3K18ac,H3K14ac_H3K27ac,H3K14ac_H3K36ac,H3K14ac_H4K5ac,H3K14ac_H4K8ac,H3K14ac_H4K12ac,H3K14ac_H4K91ac,H3K14ac_H2BK5ac,H3K14ac_H2BK20ac,H3K14ac_H2BK120ac,H3K18ac_H3K23ac,H3K18ac_H3K27ac,H3K18ac_H3K36ac,H3K18ac_H4K5ac,H3K18ac_H4K8ac,H3K18ac_H4K12ac,H3K18ac_H4K16ac,H3K18ac_H4K91ac,H3K18ac_H2AK5ac,H3K18ac_H2AK9ac,H3K18ac_H2BK5ac,H3K18ac_H2BK12ac,H3K18ac_H2BK20ac,H3K18ac_H2BK120ac,H3K23ac_H3K27ac,H3K23ac_H3K36ac,H3K23ac_H4K5ac,H3K23ac_H4K8ac,H3K23ac_H4K12ac,H3K23ac_H4K91ac,H3K23ac_H2BK5ac,H3K23ac_H2BK12ac,H3K23ac_H2BK20ac,H3K23ac_H2BK120ac,H3K27ac_H3K36ac,H3K27ac_H4K5ac,H3K27ac_H4K8ac,H3K27ac_H4K12ac,H3K27ac_H4K16ac,H3K27ac_H4K91ac,H3K27ac_H2AK5ac,H3K27ac_H2AK9ac,H3K27ac_H2BK5ac,H3K27ac_H2BK12ac,H3K27ac_H2BK20ac,H3K27ac_H2BK120ac,H3K36ac_H4K5ac,H3K36ac_H4K8ac,H3K36ac_H4K12ac,H3K36ac_H4K16ac,H3K36ac_H4K91ac,H3K36ac_H2AK5ac,H3K36ac_H2AK9ac,H3K36ac_H2BK5ac,H3K36ac_H2BK12ac,H3K36ac_H2BK20ac,H3K36ac_H2BK120ac,H4K5ac_H4K8ac,H4K5ac_H4K12ac,H4K5ac_H4K16ac,H4K5ac_H4K91ac,H4K5ac_H2AK5ac,H4K5ac_H2AK9ac,H4K5ac_H2BK5ac,H4K5ac_H2BK12ac,H4K5ac_H2BK20ac,H4K5ac_H2BK120ac,H4K8ac_H4K12ac,H4K8ac_H4K16ac,H4K8ac_H4K91ac,H4K8ac_H2AK5ac,H4K8ac_H2AK9ac,H4K8ac_H2BK5ac,H4K8ac_H2BK12ac,H4K8ac_H2BK20ac,H4K8ac_H2BK120ac,H4K12ac_H4K16ac,H4K12ac_H4K91ac,H4K12ac_H2AK5ac,H4K12ac_H2AK9ac,H4K12ac_H2BK5ac,H4K12ac_H2BK12ac,H4K12ac_H2BK20ac,H4K12ac_H2BK120ac,H4K16ac_H4K91ac,H4K16ac_H2AK5ac,H4K16ac_H2BK5ac,H4K16ac_H2BK12ac,H4K16ac_H2BK20ac,H4K16ac_H2BK120ac,H4K91ac_H2AK5ac,H4K91ac_H2AK9ac,H4K91ac_H2BK5ac,H4K91ac_H2BK12ac,H4K91ac_H2BK20ac,H4K91ac_H2BK120ac,H2AK5ac_H2BK5ac,H2AK5ac_H2BK12ac,H2AK5ac_H2BK20ac,H2AK5ac_H2BK120ac,H2AK9ac_H2BK5ac,H2AK9ac_H2BK12ac,H2AK9ac_H2BK20ac,H2AK9ac_H2BK120ac,H2BK5ac_H2BK12ac,H2BK5ac_H2BK20ac,H2BK5ac_H2BK120ac,H2BK12ac_H2BK20ac,H2BK12ac_H2BK120ac,H2BK20ac_H2BK120ac
H2A.H4R3me2,-0.133774950502346,-0.1113516730127912,,-0.116700956428204,,,-0.1351281412732738,-0.1442098253771018,-0.1009819978863184,,,,,,,,,,,-0.1499590856586756,,,,,,,,,,,,,-0.1192233565376348,,,,,,,-0.1495926779687408,,,,,,,,,,,,-0.119515423112249,,,,,,,,,,,,,-0.106528477528057,,,,,,,-0.1071739456368732,,,,,,,,,,,-0.1130287935351432,,,,,,,,,,,,,-0.11080834619937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AZ,-0.1811603401515498,-0.2354332466592303,-0.2110679540087581,,-0.1137829426369005,-0.1738718479622534,-0.4801155167370812,-0.4064368190094285,-0.3554562116616431,-0.110850493297292,-0.1581011058068906,,,-0.1101772195572277,-0.1036804422824602,,-0.1112076581477161,-0.112576694033704,,-0.1984758789765734,,-0.2616834439910978,-0.2212169776168622,,-0.3428636808707672,-0.1241518160213956,-0.3464872560939547,-0.2401652451335216,-0.296020363539359,-0.2617666682775539,-0.3336818068210476,-0.1721241132320639,-0.3969566837691687,,,-0.2371292055621996,-0.2225144055794299,-0.3134586071127412,-0.3185567246831109,-0.4585876249749123,-0.3340325617194306,-0.1283049220210603,-0.2202790639441296,,-0.1038601447925682,-0.1337026232542335,-0.1206920405735942,-0.1139004479527567,-0.1399364973918491,-0.1342673216985481,-0.1090504984143105,-0.2585238194855339,,-0.3285195692014913,-0.3461481252347838,-0.1127895952336945,-0.39372901866858,-0.1336711561646328,-0.431245888112203,-0.3207395963325439,-0.314857106257751,-0.2823287421048306,-0.3956532852468264,-0.2291700213156424,-0.4795833375975711,-0.123608886746009,-0.1260028960302452,-0.3187002459358243,-0.2725539556594096,-0.3660561346998108,-0.39633545442544,-0.3799088336293348,-0.1400950908594467,-0.1933322075610579,,-0.1112935591990051,-0.1323025974073548,,-0.1116491383412974,-0.1239523227842944,-0.1197645018097173,-0.1056772905935954,-0.1616504641999423,,-0.1864642646213816,,-0.1165734707891079,-0.1779749869002707,-0.130955593274388,-0.1989285777591796,-0.1540398931597693,-0.2348599876006947,-0.1786285430478962,-0.2895942807061296,-0.1660593888276142,-0.3799194110348232,-0.1008450725519249,,-0.1261413007150125,-0.1755221993905635,-0.2425446044216936,-0.2155008112107701,,-0.1589035125196467,,,,,,-0.1047091968562305,-0.1007336900294983,,-0.2370430081769896,,-0.2534825261104227,-0.2831041739758539,,-0.3146214655017783,-0.1008094377702484,-0.3386017977931299,-0.2557413213218265,-0.2500267685243944,-0.226040254699825,-0.2991118366710203,-0.1694245154318352,-0.3605350310214987,,,-0.2506864950581029,-0.2127667457898905,-0.2805550557894101,-0.3090173595369521,,,,-0.1079287185515944,-0.1155442274524762,,,,-0.1051266623650448,-0.1191339939455247,,,,-0.105475569725467,,,-0.1246171907214854,-0.1368921595669299,-0.1581910287478081,-0.1705544082192354,-0.1238556293324659,-0.1480001174183556,-0.1348171019902775,-0.1575648480536617,,-0.1793020364147324,-0.1195427569723435,-0.1056968569054195,-0.1435009507767439,-0.1511295951748934,,,,,,,,,,,,,,-0.1065032956042006,-0.111097350373603,,,,-0.1018252804048351,-0.1187301788307788,,,,-0.1032399634571366,,,,,,,,,,,,,,,,,,,,,,-0.1024764665620505,,,,,-0.1089235559802688,,,,,,-0.1077534064464202,-0.1142920950785661,-0.1282725784003151,,,,-0.1148536411754186,-0.1259393510178288,,,-0.1051810611388095,-0.113989468847766,,,,-0.1058362534915566,-0.1046860837135899,,,,-0.1008132371161032,-0.1204457220383243,,,,,,,,,,,,-0.1000843413417111,,,,-0.1011993256360526,,,,,,,,,-0.1043401799455505,,-0.1893901930308992,,,,,,,,,,,-0.136795180629079,,-0.1266009453044372,,-0.1557171421946019,-0.1065491655139716,-0.1342151710773684,-0.1158376650893995,-0.1298496133737128,-0.1099964230813377,-0.1560398588772269,-0.1304283485416899,,-0.1065324164379237,-0.1017362462755677,-0.1173623102060652,-0.1154153057131388,,,-0.1015858302171199,,-0.1012309093364915,-0.1370761205336119,,-0.1848397301094273,-0.1283697237441377,-0.2483523549760988,,,,-0.1236960630399792,-0.1648884934083589,-0.1250243627234848,,-0.1033347897085477,,,,,-0.10568581101694,,,,-0.109668466743809,,,-0.109899278602823,,-0.1588193646812694,-0.1401106065167194,-0.2441283466234765,-0.1553335940242934,,,-0.1183786643601756,-0.1367976635717358,,-0.1163396302882269,,,,-0.1060378269091408,-0.1258468868999482,,,-0.1012019491681179,-0.1084064466766427,-0.1152126882081994,-0.1311206234040973,,-0.2032524582192216,-0.1522966386906343,-0.3031692773298786,-0.1435420233121451,,,-0.138792437938374,-0.1803013606562835,-0.1405199825383132,,,-0.1294317511247786,-0.114529141204315,-0.1881070293311104,-0.1326387866073073,,,,-0.1162026862402783,,,-0.1487872692033551,-0.1130292228243501,-0.2265791997095085,-0.1424024851990442,,-0.1065401101779919,-0.1021612822416262,-0.1407408917728947,-0.1217231325675829,-0.1304702894563281,,-0.2038017876348679,-0.102643445116664,,,,-0.1231791710329393,-0.1034135819375041,-0.1381509029518088,-0.2316231204281553,-0.1578944666669084,,-0.1378753858683836,-0.1115856170300499,,-0.1434870139026003,-0.1565754529356837,,-0.1100239158429889,-0.1003744197602909,-0.1328331307020107,-0.1325648090302014,-0.1458830535790767,,-0.187864682479212,-0.1685024080788348,-0.203817593378444,-0.2198431928540625,-0.1187170547787843,-0.1235019780668373,-0.1547094926046206,-0.1541711932893221,,,,,-0.1021635031802308,-0.1254750800260904,,,-0.1062100794807374,-0.1253846309979849
H2BK5me1,,,,,,,,,-0.4978036160487189,-0.172750867759289,-0.2537218576047664,-0.1175680698106891,-0.1192969256863651,-0.1633760334483831,-0.2908274853690962,-0.162457544086914,-0.1577413422932387,-0.2048483868599167,-0.1801327001820052,,-0.1112578587933406,-0.3249533224961674,-0.2020837433677069,-0.1510011133871032,-0.408076149189652,-0.1761539706129493,-0.4052948595528391,-0.2544323056469633,-0.3227912672421293,-0.2798983769870204,-0.4268800335694287,-0.2500241190506003,,-0.1951013997422883,-0.1011692725943227,-0.2495878425916107,-0.2494585059170759,-0.3839428959919946,-0.3822336133416417,,-0.4300293896480642,-0.144247028902706,-0.2712447508197488,-0.1000726963501836,,-0.1603217217544426,-0.2486832357580688,-0.1353866747052841,-0.1373966262309238,-0.1866159233771096,-0.146991259070699,,,-0.2838018326219362,-0.2640065425860562,-0.1230299334190085,-0.3519989250381972,-0.1375878858261803,-0.3833383351539154,-0.2462516681611823,-0.2723117709465814,-0.2476742503502738,-0.3592894878145092,-0.2208666207308027,-0.4739260697062484,-0.1654411970180067,-0.1065921291457439,-0.2441021322671552,-0.2197425488531461,-0.3216423856190769,-0.3397460086768777,-0.4995354184894882,-0.1366788268542595,-0.1853860072266435,,,-0.1578498812328472,-0.1706569297753635,-0.131808446817077,-0.1538636997885589,-0.1436696281734146,-0.1253195626303789,-0.3985807366437921,-0.1237249942348963,-0.2248702427815239,,-0.116570672391516,-0.2509426333924569,-0.1339047344250623,-0.2448343461874937,-0.1579443676319485,-0.2214456539141061,-0.1879995900141615,-0.3110088547023455,-0.2031687046215413,-0.4313690745877707,-0.1504694257815249,,-0.1437076897189158,-0.1696308079460742,-0.2680727116262247,-0.251714462357695,-0.1220492471279222,-0.1944143230187389,,,-0.119882504898106,-0.2159290594417982,-0.1102099758739196,-0.1137453730060169,-0.1539128177154616,-0.1287629045341827,-0.4734193071019987,,-0.230667351857571,-0.2286988617572305,-0.1014394569708798,-0.300051543727033,-0.1231662767842021,-0.3227145693788973,-0.2016149506506543,-0.2296148543153027,-0.2123667834969484,-0.2925975869653179,-0.1774390429017351,-0.379313150271642,-0.1334439349449834,,-0.2000274291470152,-0.1749188770537966,-0.261410511658795,-0.2740363863956396,-0.1550513101603474,,,,,,,,,-0.1185878650079281,,,,,-0.1144362752700463,-0.290759101696068,-0.1123104597760011,,-0.1418266444019487,-0.1392102984766676,,-0.1353164075288742,-0.1237945286904942,-0.1551563539076639,,-0.1963299352906169,,,-0.1329372990523225,-0.1273614750499767,-0.1166446828847256,,-0.1015967621322317,,,,,,,,-0.1594115413869783,,,,,,,,,-0.122162847599899,,,,,,,-0.2623636482258877,,,,-0.1092992155471979,,,,-0.1328943997949885,,-0.166878959809912,,,-0.104591326688336,,-0.1389828068831669,,,,,,,,,-0.1122131234928094,,,,-0.1526581115856302,,,-0.1064244537392919,-0.1065631788502035,,,,-0.1030798229003799,-0.125257837460321,,,,-0.1006681568079592,-0.1868911227022103,,,-0.1022462743422423,,,,,-0.109200343379749,-0.1447803422869409,,,,,-0.1572610675170018,,,,,,,-0.1229038039305585,,,,-0.1998641224532935,-0.1281322488121237,-0.1275808947637333,-0.1828194123586914,-0.1230085888490375,-0.2046546321873528,,-0.1325186758335839,-0.1117323163015786,-0.2575713022048624,-0.2232042346287706,-0.4047412717152561,-0.1701246856866411,,-0.1222389861654029,-0.1008745182644155,-0.2060937972793048,-0.1989458339164844,,,,,,,-0.103808135189924,,-0.1274077574982666,,,,-0.110136193212142,-0.1216792485491939,-0.1608498437636409,-0.1092538962884646,,,,,,,,,,,,,-0.1267481850672069,-0.115387672958052,-0.184158898708171,,,,,-0.1080300532243629,,,,,,,,-0.1022748193579161,,,,,-0.1123133434603111,,-0.1002354341089279,,-0.1381247320804774,-0.152930716356284,-0.2305274460882298,-0.1255550168846948,,,,-0.1155865384720691,-0.1004469658651867,,,,,,-0.1078354078105245,,,,,,-0.1078722402357037,-0.1018328455371655,-0.1683181172901395,-0.1582559666007146,-0.2738759440689424,-0.1287613549739585,,,,-0.1451790799133743,-0.122469369804067,,,,-0.1115304673262933,-0.1492134757911429,,,,,,,,-0.1114017456508875,-0.1103490605534371,-0.1853181577861562,,,,,-0.101551304762518,,-0.1120853926677103,-0.1030724110168179,-0.178448544418698,,,,,-0.1018779595031595,,-0.151719044941597,-0.2251276249649993,-0.1323904751698617,,,,,-0.1232052845190931,-0.1867132274464822,,-0.1069339769955917,-0.1000965913867162,-0.1417170908340956,-0.1467704390650279,-0.1610572934079712,,-0.1518409557507158,-0.1422010552533841,-0.1980852156286427,-0.2038706590323915,,-0.1003979119758931,-0.1285316179825208,-0.1293843553343947,,,,,,,,,,-0.1025292350220468
