,H4K5ac,H4K12ac,H4K8ac,H3K4ac,H3K23ac,H3K14ac,H2AK5ac,H3K18ac,H3K9ac,H3K56ac,H3K27ac,H3K4me3,H3K4me2,Htz1,H3K79me,H3S10ph,H3K4me,H4K20me,H3K36me,H3K36me2,H4K16ac,H3K79me3,H3K36me3,H4R3me2s,H4R3me,H2AS129ph
H4K5ac_H4K16ac,0.08272102811741888,-0.07688204976858515,-0.08160733248982588,-0.1812187363189217,-0.15199188590674773,-0.17077574687533037,-0.12606531656930464,-0.22367462121350457,-0.16533699507862565,-0.14502800478491018,-0.13308956941360073,-0.2577766972692235,-0.20055818004565396,-0.15881741553279127,-0.16401404891539606,-0.1551640527195648,-0.17815071306301178,-0.15233755812592698,-0.1407175101513296,-0.1700916244782995,0.08272102811741888,-0.19931664136488614,-0.2389546437734662,-0.30436681384842146,-0.16143196189556264,-0.214142606060701
H4K5ac_H3K79me3,0.2525767926148479,0.06743144072149221,0.08453128948177735,-0.057931210543074485,-0.08006643563778759,-0.09359507224062469,0.011595130174585577,-0.14777239047871227,-0.0881833316236964,-0.04392368369019373,-0.08813553718588985,-0.27248899602846777,-0.22553252254836664,-0.06813485091636906,-0.09930155409673347,-0.18843464460751136,-0.17469184159547524,-0.10470029589277452,-0.14214359014786027,-0.20020130408287962,-0.19931664136488259,0.2525767926148479,0.006350525804595719,0.014281866507094065,0.01973148454681173,-0.2490037777239067
H4K5ac_H3K36me3,0.32693951409308575,0.1108944368741227,0.11550184500370975,-0.05320978753245065,-0.06399874019420082,-0.09078988797342546,0.04927526670024385,-0.1804718247071655,-0.11243895309864982,-0.05800930706375773,-0.09453269476585646,-0.32398344349310193,-0.2776675503217252,-0.03687196856554742,-0.1378084026896822,-0.22850820860201182,-0.21132239980073564,-0.1469725672956006,-0.15381804878763994,-0.2349588090439063,-0.23895464377346443,0.006350525804593943,0.32693951409308397,0.027652241740037553,0.026952480656005307,-0.3075004686645517
H4K5ac_H4R3me2s,0.3755818082655846,0.18287179326178382,0.18159788376703823,0.0260613914271719,0.02219146312038589,0.014189998817109029,0.1523130309866012,-0.03107729666473169,-0.030593016034538678,-0.0006985021580323547,-0.0809311474819765,-0.15259138187087906,-0.17240513302275318,0.002731569538948264,-0.12353876944331788,-0.17508220604575442,-0.1428569072108079,-0.11335466458275967,-0.19970302116020555,-0.231988676456794,-0.30436681384842146,0.014281866507092289,0.027652241740034,0.3755818082655864,0.11624749533682,-0.2390030702745385
H4K5ac_H4R3me,0.2837072542466199,0.14374705462275372,0.15148148209956425,0.014966229722658042,0.006770007384966803,0.008890145131541516,0.11129391672334243,-0.035324901078379156,-0.042237490005110345,-0.011444050937175376,-0.062577626818479,-0.12447634501749505,-0.12193515644312924,0.006492266579689598,-0.08444649368920487,-0.13071489078194531,-0.10164425497031537,-0.06664856672722053,-0.13614901503679455,-0.16478842510052338,-0.16143196189556264,0.019731484546813505,0.026952480656007083,0.11624749533682177,0.2837072542466199,-0.1869914525800045
H4K5ac_H2AS129ph,0.057026741446076556,-0.1388087353826446,-0.1348085753043744,-0.23188475039433776,-0.223850886097825,-0.24055798649503757,-0.1911506936615286,-0.3088231880524237,-0.23021664729811064,-0.1908826732168567,-0.17913743090065637,-0.3356429140704371,-0.2845434228782686,-0.22716075455981866,-0.22905887306407102,-0.20473668976655368,-0.2683275345784999,-0.21919172614689053,-0.22432818137652255,-0.26378816355086343,-0.2141426060607028,-0.2490037777239138,-0.30750046866455705,-0.23900307027454382,-0.18699145258000627,0.057026741446076556
H4K12ac_H4K5ac,0.8986992669439386,0.8986992669439422,0.6990317240170061,0.24254091460951166,0.2619037272927649,0.2526117275749513,0.4348366091485918,0.18127015618111209,0.12753209836922608,0.15473066759313348,0.13963211166757006,0.03254270310375951,0.021766170036368493,0.10618892901953458,-0.006456844214676849,-0.09809596408792487,-0.060320442588785994,-0.04215857993920835,-0.014777662635871991,-0.05031567815096416,-0.0768820497685887,0.06743144072148866,0.1108944368741227,0.1828717932617856,0.14374705462275017,-0.13880873538263927
H4K12ac_H4K12ac,0.8986992669439413,4.259419448432492,0.9915994046613283,0.4291147428485633,0.4337575125004527,0.44347742542164426,0.6128828143009137,0.3966092709157465,0.2819458484053303,0.2951951689391823,0.26920688755446065,0.24412362275177912,0.18877513694582504,0.24774995101960506,0.13338479531804204,0.020377737044194433,0.08971140601533456,0.06917433081231117,0.12201429146081111,0.11004779287312871,0.052294924624234795,0.24144453640747976,0.3143061945863419,0.33549023006988676,0.26037088169312117,0.037396088890634616
H4K12ac_H4K8ac,0.6990317240170043,0.9915994046613266,0.9915994046613266,0.27367010769672895,0.2767914594328911,0.2772707094495548,0.45903622606804895,0.20190419747910582,0.13787577645187277,0.17333036478714092,0.15520596116550678,0.031050775930699714,0.043194174475281955,0.12505087044568342,0.021282334623609955,-0.08837243978245723,-0.0733365677232829,-0.054067715643444814,-0.004148658664064442,-0.048217148385901965,-0.07678604857290239,0.09693831820727361,0.13241915334277543,0.19059225435794147,0.1537294127810238,-0.13548274070579325
H4K12ac_H3K4ac,0.24254091460950988,0.4291147428485651,0.2736701076967254,0.4291147428485651,0.2791622250371404,0.27319438446451727,0.25632954658226836,0.19311209993300515,0.16550000097451623,0.19765285078140238,0.13624324272595523,-0.038364615783013534,-0.05597653852000839,0.010553865780345006,-0.06779540178259502,-0.15904333071324928,-0.1558481120035804,-0.1042305462430555,-0.112906048518024,-0.13692460154492458,-0.17344088384456846,-0.041213546958525527,-0.032575162500757315,0.034818258924930845,0.022732481931551973,-0.23339747608545736
H4K12ac_H3K23ac,0.26190372729276845,0.4337575125004527,0.2767914594328911,0.2791622250371404,0.4337575125004527,0.2941239278109187,0.2895974079385599,0.2133748070990027,0.14423959555682409,0.18038464300995294,0.13608282440457486,0.003608422739347361,-0.024948253447032442,0.009036068347244353,-0.07990661335805704,-0.146192614575666,-0.1478351789520307,-0.09833966576056419,-0.10390372447076679,-0.11265907268161968,-0.1504204978903232,-0.07239446594296872,-0.046702193196573205,0.02857750488593247,0.015615590581948169,-0.22529263989101267
H4K12ac_H3K14ac,0.25261172757494776,0.44347742542164426,0.27727070944955123,0.2731943844645208,0.2941239278109187,0.44347742542164426,0.2742385913597527,0.23169633312986804,0.11625834212038733,0.16737832933750596,0.11714377970405643,0.008902723735896956,-0.033347193347967874,0.017111609393706928,-0.07993589539947621,-0.15866469554699947,-0.1602131874967938,-0.10929756313286454,-0.11254936993720221,-0.11611140400673392,-0.16390966646363303,-0.07399050437775045,-0.06423098063245902,0.02684941209280467,0.021938160440432952,-0.23917453846412506
H4K12ac_H2AK5ac,0.43483660914859,0.6128828143009137,0.45903622606804717,0.25632954658226836,0.28959740793855815,0.2742385913597527,0.612882814300912,0.18755252878123052,0.11816209185313298,0.15827742829035607,0.14347214910627493,0.02064045475546905,0.00010650690725455547,0.10218514988465977,-0.043653958180609465,-0.11659291025424778,-0.1039056670264209,-0.07393629264495516,-0.0805080980307995,-0.07976484725165989,-0.12660904458950561,0.021870616804324783,0.06339588766421933,0.1490526256229323,0.10781736198549119,-0.1868458240930888
H4K12ac_H3K18ac,0.1812701561811103,0.39660927091574116,0.20190419747910404,0.19311209993300515,0.21337480709899737,0.2316963331298698,0.18755252878122874,0.3966092709157447,0.0933902315712487,0.1315736437007331,0.05814127642777578,-0.05485817893402967,-0.07687006055522083,-0.06057466342847029,-0.16070033468084688,-0.20292856395354342,-0.20194875299612036,-0.13408668957193903,-0.19244805723776537,-0.186736241531829,-0.21814580567024322,-0.1355528125325769,-0.16392208398127295,-0.018798186863008937,-0.02387348580299431,-0.31000145001305235
H4K12ac_H3K9ac,0.12753209836922608,0.28194584840532855,0.13787577645187277,0.16550000097451623,0.14423959555682409,0.11625834212038733,0.11816209185313298,0.0933902315712487,0.28194584840532855,0.18504407287098168,0.10307267054091795,-0.10735972179978326,-0.11745392552115419,-0.04931663490874705,-0.10210782334595336,-0.15401148382499308,-0.15347883301804188,-0.096184933237355,-0.13963543291350966,-0.1666636892193143,-0.16037078782624192,-0.07879182872047608,-0.09787738540326707,-0.018485014620850393,-0.024621299795120066,-0.22966181230845528
H4K12ac_H3K56ac,0.15473066759312815,0.2951951689391823,0.17333036478714092,0.19765285078140238,0.18038464300995116,0.16737832933750063,0.15827742829035607,0.13157364370073488,0.18504407287098168,0.2951951689391805,0.13100625843427594,-0.04126287327337508,-0.047548347976285044,-0.0010675495150422876,-0.05507799750992248,-0.12537429962569568,-0.12460959137379568,-0.08245446246228205,-0.09190816614395914,-0.12338431633083502,-0.14204882714146194,-0.035385873149543556,-0.043006486528588184,0.011087695965267486,0.0023679323167264954,-0.19266065864928095
H4K12ac_H3K27ac,0.1396321116675665,0.26920688755446065,0.155205961165505,0.1362432427259499,0.13608282440457664,0.11714377970405643,0.14347214910627137,0.05814127642778111,0.10307267054091618,0.1310062584342777,0.26920688755446065,-0.0759345945189498,-0.05293821329510351,0.0005397425161390856,-0.03264713590361623,-0.11286796396920984,-0.1488491185984575,-0.11168740008493572,-0.06819083202893417,-0.1076874338271736,-0.13637583690117516,-0.08109342800807795,-0.08181340317212715,-0.07863408011968431,-0.05057784333497928,-0.16867643824732603
H4K12ac_H3K4me3,0.032542703103755954,0.24412362275177912,0.031050775930694385,-0.038364615783017086,0.0036084227393455848,0.008902723735896956,0.020640454755470827,-0.05485817893403322,-0.10735972179978504,-0.041262873273382183,-0.07593459451895157,0.24412362275177912,-0.07619147734130216,-0.14822638208636363,-0.260138333022768,-0.22379773791988633,-0.23518925711319127,-0.17776866002635217,-0.2424516868658788,-0.23762454412415934,-0.2454873033558087,-0.24884859685016103,-0.28917202331008696,-0.13246899195464756,-0.10501600199831174,-0.3269566801362185
H4K12ac_H3K4me2,0.021766170036368493,0.18877513694582504,0.04319417447528373,-0.055976538520010166,-0.024948253447032442,-0.033347193347967874,0.00010650690725633183,-0.07687006055521906,-0.11745392552115064,-0.047548347976285044,-0.05293821329510351,-0.07619147734130216,0.18877513694582504,-0.11710160327518793,-0.1651165828893859,-0.16432335571542112,-0.26967298298898434,-0.20073967672436588,-0.16455604453275896,-0.18271060369002967,-0.18643800768715657,-0.21123078921327654,-0.2587303953403097,-0.15689417767182157,-0.10593601566740851,-0.27405112343521587
H4K12ac_Htz1,0.10618892901953281,0.2477499510196033,0.12505087044567986,0.010553865780346783,0.0090360683472408,0.017111609393703375,0.1021851498846651,-0.060574663428472064,-0.04931663490874705,-0.001067549515044064,0.0005397425161390856,-0.14822638208636363,-0.11710160327519326,0.2477499510196033,-0.06174336389791257,-0.12938552261828917,-0.12499491406950547,-0.09076838456779335,-0.10618141382095025,-0.15819929586382386,-0.1500200398008129,-0.042280178489949805,-0.0042020920186125466,0.016129175560177345,0.02049955081970367,-0.19977232279242507
H4K12ac_H3K79me,-0.006456844214683954,0.13338479531803848,0.02128233462360818,-0.06779540178259325,-0.07990661335805704,-0.07993589539947799,-0.04365395818060769,-0.16070033468084688,-0.10210782334595692,-0.05507799750992248,-0.03264713590361268,-0.2601383330227698,-0.1651165828893877,-0.06174336389791257,0.13338479531804026,-0.13057959037796785,-0.19373258666159465,-0.15779016931803014,-0.08347632316846898,-0.17144258252239375,-0.15263743661605744,-0.06526258107962235,-0.09653845535175876,-0.10306996480327157,-0.07134886918180072,-0.2103130437823122
H4K12ac_H3S10ph,-0.0980959640879231,0.020377737044192656,-0.08837243978245901,-0.15904333071324928,-0.146192614575666,-0.15866469554699947,-0.11659291025425134,-0.2029285639535452,-0.15401148382499663,-0.12537429962569213,-0.11286796396921162,-0.22379773791988455,-0.16432335571542644,-0.12938552261828917,-0.1305795903779714,0.020377737044192656,-0.17717343752372727,-0.14047837539788155,-0.14443881491665245,-0.17844796394132878,-0.14408267547427833,-0.17357063818216467,-0.20384566034273455,-0.1574361982433672,-0.11419814720979637,-0.19187738178733937
H4K12ac_H3K4me,-0.06032044258878422,0.08971140601533278,-0.07333656772327934,-0.15584811200357152,-0.14783517895202536,-0.16021318749679025,-0.10390566702641735,-0.20194875299611326,-0.15347883301803833,-0.12460959137378858,-0.14884911859845573,-0.23518925711318772,-0.26967298298898257,-0.12499491406950014,-0.1937325866615911,-0.17717343752372727,0.08971140601533101,-0.07012371876015067,-0.18133946015585067,-0.21842308482765205,-0.18092659990406013,-0.16558536146098035,-0.1977881079467334,-0.1275607105799068,-0.08265152112331542,-0.25634703879288345
H4K12ac_H4K20me,-0.042158579939206575,0.06917433081231295,-0.054067715643444814,-0.10423054624305372,-0.09833966576056419,-0.10929756313285921,-0.0739362926449516,-0.13408668957193015,-0.09618493323735144,-0.08245446246227672,-0.11168740008493216,-0.17776866002635217,-0.20073967672436588,-0.09076838456779157,-0.15779016931803014,-0.14047837539788333,-0.07012371876014889,0.06917433081231472,-0.17000053321425135,-0.17558411551241448,-0.15328134547035432,-0.11017106952823319,-0.1445085325321145,-0.11774836187552573,-0.06157621908581312,-0.2112129125244948
H4K12ac_H3K36me,-0.014777662635873767,0.12201429146081111,-0.004148658664064442,-0.11290604851801866,-0.10390372447076501,-0.11254936993720044,-0.08050809803079773,-0.19244805723776182,-0.13963543291350256,-0.09190816614395736,-0.06819083202893239,-0.24245168686587348,-0.1645560445327625,-0.10618141382094493,-0.08347632316847076,-0.14443881491665422,-0.18133946015585423,-0.17000053321425312,0.12201429146081111,-0.10289715595278359,-0.14082597404958364,-0.1368682323296504,-0.13940503759479128,-0.1958993503664459,-0.12107128080951668,-0.21223349083987486
H4K12ac_H3K36me2,-0.05031567815095883,0.11004779287312871,-0.048217148385896635,-0.13692460154491926,-0.11265907268161435,-0.11611140400673037,-0.07976484725165811,-0.18673624153182367,-0.16666368921930896,-0.12338431633082969,-0.10768743382716828,-0.2376245441241558,-0.1827106036900279,-0.15819929586381676,-0.17144258252238664,-0.17844796394132523,-0.21842308482765382,-0.17558411551241093,-0.10289715595278004,0.11004779287312871,-0.17478484644118097,-0.19626083796669036,-0.23521614298041804,-0.2267772539184847,-0.14965128095080615,-0.24611903769072896
H4K12ac_H4K16ac,-0.0768820497685887,0.05229492462423302,-0.07678604857290772,-0.1734408838445649,-0.15042049789032141,-0.1639096664636277,-0.12660904458950029,-0.21814580567023611,-0.16037078782624015,-0.1420488271414584,-0.1363758369011734,-0.24548730335580693,-0.1864380076871548,-0.15002003980080936,-0.15263743661605744,-0.1440826754742801,-0.1809265999040619,-0.1532813454703561,-0.1408259740495783,-0.17478484644117742,0.05229492462423302,-0.2062864943515521,-0.24147398097411887,-0.30907799669788005,-0.15568994346163656,-0.21060375080967653
H4K12ac_H3K79me3,0.06743144072148155,0.24144453640747976,0.09693831820727716,-0.041213546958521974,-0.0723944659429705,-0.0739905043777469,0.02187061680432656,-0.13555281253256624,-0.0787918287204672,-0.035385873149540004,-0.08109342800807262,-0.24884859685015392,-0.2112307892132712,-0.042280178489944475,-0.0652625810796188,-0.1735706381821629,-0.1655853614609768,-0.11017106952822964,-0.13686823232965217,-0.19626083796669036,-0.2062864943515521,0.24144453640747976,0.018056173386307606,0.03209402215651913,0.037667175472353875,-0.2308194522312519
H4K12ac_H3K36me3,0.1108944368741227,0.3143061945863437,0.13241915334277898,-0.032575162500751986,-0.046702193196567876,-0.06423098063245547,0.06339588766422466,-0.16392208398126407,-0.09787738540326174,-0.04300648652858108,-0.0818134031721236,-0.28917202331007985,-0.25873039534030795,-0.004202092018608994,-0.09653845535175343,-0.20384566034273277,-0.1977881079467334,-0.14450853253211626,-0.13940503759478773,-0.23521614298041627,-0.24147398097411887,0.018056173386309382,0.3143061945863437,0.041561768656718456,0.04738366375355518,-0.28091415232237793
H4K12ac_H4R3me2s,0.1828717932617856,0.33549023006988676,0.1905922543579468,0.034818258924936174,0.028577504885934246,0.026849412092808222,0.14905262562293764,-0.018798186863000055,-0.018485014620845064,0.011087695965271038,-0.07863408011968254,-0.13246899195464223,-0.15689417767182334,0.016129175560182674,-0.10306996480326802,-0.15743619824336186,-0.1275607105799086,-0.11774836187552395,-0.19589935036644412,-0.2267772539184847,-0.3090779966978765,0.0320940221565138,0.041561768656714904,0.33549023006988676,0.11708771240134652,-0.22388242109976098
