feature,importance,target,method,rank
H3K27me2,0.08059362,H3K27me3,mean_abs,1
H2BK5ac,0.07425908,H3K27me3,mean_abs,2
H3K79me3,0.070427105,H3K27me3,mean_abs,3
H4K20me1,0.06701543,H3K27me3,mean_abs,4
H3K27ac,0.04774537,H3K27me3,mean_abs,5
H3K4me3,0.039459173,H3K27me3,mean_abs,6
H2AZ,0.030316478,H3K27me3,mean_abs,7
H3K4me1,0.021890093,H3K27me3,mean_abs,8
H3R2me1,0.016597426,H3K27me3,mean_abs,9
H4K91ac,0.013950138,H3K27me3,mean_abs,10
H3K9me1,0.013898578,H3K27me3,mean_abs,11
H2BK5me1,0.012875841,H3K27me3,mean_abs,12
H3K4me2,0.012009094,H3K27me3,mean_abs,13
H3K9me2,0.007765916,H3K27me3,mean_abs,14
H3K27me1,0.0077098,H3K27me3,mean_abs,15
H3K9me3,0.00599408,H3K27me3,mean_abs,16
H3K36me1,0.005849131,H3K27me3,mean_abs,17
H3K36me3,0.005779461,H3K27me3,mean_abs,18
H2A.H4R3me2,0.005348031,H3K27me3,mean_abs,19
H3K23ac,0.0044744913,H3K27me3,mean_abs,20
H3K36ac,0.0036331723,H3K27me3,mean_abs,21
H3K79me1,0.0031212016,H3K27me3,mean_abs,22
H2BK120ac,0.0028343834,H3K27me3,mean_abs,23
H3R2me2,0.0027506277,H3K27me3,mean_abs,24
H3K18ac,0.0027147746,H3K27me3,mean_abs,25
H4K16ac,0.0024277589,H3K27me3,mean_abs,26
H3K14ac,0.0021980132,H3K27me3,mean_abs,27
H4K8ac,0.0021789423,H3K27me3,mean_abs,28
H3K79me2,0.0019872708,H3K27me3,mean_abs,29
H4K5ac,0.0018524504,H3K27me3,mean_abs,30
H3K9ac,0.0018372574,H3K27me3,mean_abs,31
H2BK12ac,0.0016175456,H3K27me3,mean_abs,32
H3K4ac,0.0015923231,H3K27me3,mean_abs,33
H2AK5ac,0.0015814458,H3K27me3,mean_abs,34
H2BK20ac,0.0014840072,H3K27me3,mean_abs,35
H4K20me3,0.0010557097,H3K27me3,mean_abs,36
H4K12ac,0.0009935837,H3K27me3,mean_abs,37
H2AK9ac,0.0009287803,H3K27me3,mean_abs,38
