feature,importance,target,method,rank
H4K20me1,0.11679867,H3K9me2,mean_abs,1
H3K4me3,0.109766096,H3K9me2,mean_abs,2
H3K27me2,0.103470534,H3K9me2,mean_abs,3
H4K5ac,0.038053326,H3K9me2,mean_abs,4
H3K36me3,0.037142787,H3K9me2,mean_abs,5
H2A.H4R3me2,0.03342152,H3K9me2,mean_abs,6
H3K4me1,0.026725294,H3K9me2,mean_abs,7
H4K20me3,0.025477171,H3K9me2,mean_abs,8
H3K9me1,0.024895124,H3K9me2,mean_abs,9
H3K79me3,0.024433581,H3K9me2,mean_abs,10
H3K4me2,0.020284778,H3K9me2,mean_abs,11
H3K9me3,0.017243419,H3K9me2,mean_abs,12
H3K9ac,0.016786767,H3K9me2,mean_abs,13
H3K27me1,0.014743862,H3K9me2,mean_abs,14
H4K8ac,0.0132812485,H3K9me2,mean_abs,15
H2AZ,0.0122392075,H3K9me2,mean_abs,16
H3K23ac,0.008193548,H3K9me2,mean_abs,17
H3K27me3,0.008062778,H3K9me2,mean_abs,18
H3K36me1,0.007947748,H3K9me2,mean_abs,19
H3R2me1,0.0067411265,H3K9me2,mean_abs,20
H2AK5ac,0.006055221,H3K9me2,mean_abs,21
H3K79me1,0.005451267,H3K9me2,mean_abs,22
H3K14ac,0.005113859,H3K9me2,mean_abs,23
H2BK5me1,0.004450432,H3K9me2,mean_abs,24
H3K36ac,0.0038961547,H3K9me2,mean_abs,25
H4K91ac,0.0038778267,H3K9me2,mean_abs,26
H3R2me2,0.0033569792,H3K9me2,mean_abs,27
H3K27ac,0.0031027028,H3K9me2,mean_abs,28
H2BK20ac,0.0029584179,H3K9me2,mean_abs,29
H3K79me2,0.002338104,H3K9me2,mean_abs,30
H4K12ac,0.0019606794,H3K9me2,mean_abs,31
H2BK120ac,0.0018089671,H3K9me2,mean_abs,32
H2BK12ac,0.0016726273,H3K9me2,mean_abs,33
H4K16ac,0.0016417431,H3K9me2,mean_abs,34
H3K18ac,0.0013018409,H3K9me2,mean_abs,35
H2AK9ac,0.0011427292,H3K9me2,mean_abs,36
H3K4ac,0.0010867117,H3K9me2,mean_abs,37
H2BK5ac,0.00096000347,H3K9me2,mean_abs,38
