feature,importance,target,method,rank
H4K5ac,1.2751004,H4K8ac,mean_abs,1
H2AZ,0.7603238,H4K8ac,mean_abs,2
H3K27ac,0.27108064,H4K8ac,mean_abs,3
H4K12ac,0.16362274,H4K8ac,mean_abs,4
H3K18ac,0.15189764,H4K8ac,mean_abs,5
H3K4me3,0.11541191,H4K8ac,mean_abs,6
H4K20me1,0.071382694,H4K8ac,mean_abs,7
H4K16ac,0.069430135,H4K8ac,mean_abs,8
H3K27me1,0.057988636,H4K8ac,mean_abs,9
H3K4me1,0.038416862,H4K8ac,mean_abs,10
H2AK5ac,0.022468148,H4K8ac,mean_abs,11
H3K9me1,0.017413963,H4K8ac,mean_abs,12
H2BK120ac,0.015818866,H4K8ac,mean_abs,13
H3K23ac,0.015620368,H4K8ac,mean_abs,14
H3K36ac,0.012122647,H4K8ac,mean_abs,15
H2BK12ac,0.011059311,H4K8ac,mean_abs,16
H3K4ac,0.010869473,H4K8ac,mean_abs,17
H2BK5me1,0.010294484,H4K8ac,mean_abs,18
H3K27me2,0.010131201,H4K8ac,mean_abs,19
H3K36me3,0.009997738,H4K8ac,mean_abs,20
H3K14ac,0.00930327,H4K8ac,mean_abs,21
H3K9ac,0.00783421,H4K8ac,mean_abs,22
H4K91ac,0.00750311,H4K8ac,mean_abs,23
H2BK5ac,0.00709967,H4K8ac,mean_abs,24
H2BK20ac,0.0066138864,H4K8ac,mean_abs,25
H4K20me3,0.004923572,H4K8ac,mean_abs,26
H3K4me2,0.00472034,H4K8ac,mean_abs,27
H2AK9ac,0.004639341,H4K8ac,mean_abs,28
H3R2me1,0.004180891,H4K8ac,mean_abs,29
H3K9me2,0.0041430457,H4K8ac,mean_abs,30
H3K79me3,0.0038240266,H4K8ac,mean_abs,31
H3K36me1,0.0036879177,H4K8ac,mean_abs,32
H3R2me2,0.0031031687,H4K8ac,mean_abs,33
H3K27me3,0.0027110735,H4K8ac,mean_abs,34
H3K79me1,0.002330641,H4K8ac,mean_abs,35
H2A.H4R3me2,0.0020948611,H4K8ac,mean_abs,36
H3K9me3,0.0018315291,H4K8ac,mean_abs,37
H3K79me2,0.0012726313,H4K8ac,mean_abs,38
