feature,importance,target,method,rank
H4K20me3,0.34107852,H3K79me3,mean_abs,1
H3K4me3,0.22735734,H3K79me3,mean_abs,2
H3K36me3,0.195737,H3K79me3,mean_abs,3
H3R2me1,0.08512876,H3K79me3,mean_abs,4
H3K27me3,0.0571697,H3K79me3,mean_abs,5
H3K18ac,0.055726584,H3K79me3,mean_abs,6
H3K27ac,0.040624443,H3K79me3,mean_abs,7
H4K91ac,0.026829297,H3K79me3,mean_abs,8
H3K9me3,0.014863026,H3K79me3,mean_abs,9
H3K27me1,0.013353961,H3K79me3,mean_abs,10
H4K20me1,0.011977172,H3K79me3,mean_abs,11
H3K4me1,0.010477003,H3K79me3,mean_abs,12
H3K23ac,0.009932174,H3K79me3,mean_abs,13
H3K9me1,0.008758137,H3K79me3,mean_abs,14
H3K9ac,0.007876873,H3K79me3,mean_abs,15
H2BK5me1,0.006973736,H3K79me3,mean_abs,16
H2AZ,0.006757301,H3K79me3,mean_abs,17
H3K4me2,0.00641259,H3K79me3,mean_abs,18
H3K27me2,0.006022141,H3K79me3,mean_abs,19
H2A.H4R3me2,0.005023894,H3K79me3,mean_abs,20
H3K79me1,0.004884549,H3K79me3,mean_abs,21
H4K16ac,0.003963098,H3K79me3,mean_abs,22
H4K8ac,0.0037198514,H3K79me3,mean_abs,23
H3K36me1,0.0033547676,H3K79me3,mean_abs,24
H2BK5ac,0.0032034942,H3K79me3,mean_abs,25
H2AK5ac,0.0031475548,H3K79me3,mean_abs,26
H4K12ac,0.0027612136,H3K79me3,mean_abs,27
H3K9me2,0.0026495166,H3K79me3,mean_abs,28
H3K14ac,0.002330535,H3K79me3,mean_abs,29
H2BK120ac,0.0021992757,H3K79me3,mean_abs,30
H2AK9ac,0.002107978,H3K79me3,mean_abs,31
H4K5ac,0.0020250352,H3K79me3,mean_abs,32
H3K36ac,0.002023267,H3K79me3,mean_abs,33
H3R2me2,0.001955853,H3K79me3,mean_abs,34
H2BK20ac,0.0017183595,H3K79me3,mean_abs,35
H2BK12ac,0.0012468608,H3K79me3,mean_abs,36
H3K4ac,0.001188439,H3K79me3,mean_abs,37
H3K79me2,0.0009766389,H3K79me3,mean_abs,38
