feature,importance,target,method,rank
H3K79me3,0.615806,H3K36me3,mean_abs,1
H3K18ac,0.54271466,H3K36me3,mean_abs,2
H2AZ,0.3927946,H3K36me3,mean_abs,3
H3K4me3,0.2458047,H3K36me3,mean_abs,4
H3K27me1,0.24206683,H3K36me3,mean_abs,5
H3K4me1,0.16189155,H3K36me3,mean_abs,6
H3K9me3,0.12386377,H3K36me3,mean_abs,7
H2A.H4R3me2,0.074342825,H3K36me3,mean_abs,8
H3K23ac,0.07340419,H3K36me3,mean_abs,9
H2BK120ac,0.06685316,H3K36me3,mean_abs,10
H4K8ac,0.04585346,H3K36me3,mean_abs,11
H4K20me1,0.03863689,H3K36me3,mean_abs,12
H3R2me1,0.03447406,H3K36me3,mean_abs,13
H4K20me3,0.032920163,H3K36me3,mean_abs,14
H4K5ac,0.026560068,H3K36me3,mean_abs,15
H2AK5ac,0.024685068,H3K36me3,mean_abs,16
H3K27me2,0.023698542,H3K36me3,mean_abs,17
H3K4me2,0.01797502,H3K36me3,mean_abs,18
H3K9ac,0.01563351,H3K36me3,mean_abs,19
H2BK5me1,0.011190198,H3K36me3,mean_abs,20
H3K27me3,0.010713988,H3K36me3,mean_abs,21
H4K16ac,0.0106760925,H3K36me3,mean_abs,22
H3K36ac,0.009422178,H3K36me3,mean_abs,23
H4K91ac,0.009190868,H3K36me3,mean_abs,24
H2BK12ac,0.009186709,H3K36me3,mean_abs,25
H3K9me2,0.008737061,H3K36me3,mean_abs,26
H3K4ac,0.008388283,H3K36me3,mean_abs,27
H2BK20ac,0.007665986,H3K36me3,mean_abs,28
H3K79me1,0.0061149816,H3K36me3,mean_abs,29
H3K9me1,0.00584154,H3K36me3,mean_abs,30
H3R2me2,0.005745348,H3K36me3,mean_abs,31
H3K27ac,0.0055305413,H3K36me3,mean_abs,32
H2BK5ac,0.004266795,H3K36me3,mean_abs,33
H4K12ac,0.003577948,H3K36me3,mean_abs,34
H3K79me2,0.0033715456,H3K36me3,mean_abs,35
H3K14ac,0.0029386294,H3K36me3,mean_abs,36
H3K36me1,0.0027786247,H3K36me3,mean_abs,37
H2AK9ac,0.0025478662,H3K36me3,mean_abs,38
