feature,importance,target,method,rank
H2BK5me1,0.102979,H3K79me1,mean_abs,1
H3R2me1,0.053919297,H3K79me1,mean_abs,2
H4K20me1,0.047812093,H3K79me1,mean_abs,3
H3K9me1,0.03457448,H3K79me1,mean_abs,4
H3K4me3,0.022168664,H3K79me1,mean_abs,5
H3K9me2,0.01851549,H3K79me1,mean_abs,6
H3K36me1,0.015721101,H3K79me1,mean_abs,7
H4K12ac,0.013774559,H3K79me1,mean_abs,8
H3K79me3,0.012977976,H3K79me1,mean_abs,9
H2A.H4R3me2,0.012354258,H3K79me1,mean_abs,10
H3K18ac,0.01032963,H3K79me1,mean_abs,11
H2AZ,0.008949555,H3K79me1,mean_abs,12
H3K27ac,0.008356014,H3K79me1,mean_abs,13
H3K27me2,0.0064360695,H3K79me1,mean_abs,14
H3K4me1,0.005599557,H3K79me1,mean_abs,15
H4K20me3,0.005545919,H3K79me1,mean_abs,16
H4K16ac,0.005511483,H3K79me1,mean_abs,17
H3K9me3,0.0051378533,H3K79me1,mean_abs,18
H3R2me2,0.0048364378,H3K79me1,mean_abs,19
H3K27me1,0.00391967,H3K79me1,mean_abs,20
H2BK20ac,0.002670237,H3K79me1,mean_abs,21
H4K91ac,0.0024209062,H3K79me1,mean_abs,22
H2AK9ac,0.002376397,H3K79me1,mean_abs,23
H3K4ac,0.0019192842,H3K79me1,mean_abs,24
H4K8ac,0.0017074755,H3K79me1,mean_abs,25
H2BK5ac,0.0016901719,H3K79me1,mean_abs,26
H3K27me3,0.0014524455,H3K79me1,mean_abs,27
H2BK12ac,0.0013211629,H3K79me1,mean_abs,28
H3K36me3,0.0013154269,H3K79me1,mean_abs,29
H3K9ac,0.00129017,H3K79me1,mean_abs,30
H2BK120ac,0.0011512524,H3K79me1,mean_abs,31
H3K36ac,0.0010483913,H3K79me1,mean_abs,32
H3K4me2,0.0009184327,H3K79me1,mean_abs,33
H3K79me2,0.0008846062,H3K79me1,mean_abs,34
H4K5ac,0.0007027252,H3K79me1,mean_abs,35
H2AK5ac,0.0006722142,H3K79me1,mean_abs,36
H3K14ac,0.00052422134,H3K79me1,mean_abs,37
H3K23ac,0.0004910805,H3K79me1,mean_abs,38
