feature,importance,target,method,rank
H4K91ac,1.4465898,H3K4ac,mean_abs,1
H2BK120ac,0.64107275,H3K4ac,mean_abs,2
H3K18ac,0.33803362,H3K4ac,mean_abs,3
H2BK20ac,0.23119962,H3K4ac,mean_abs,4
H4K12ac,0.20029521,H3K4ac,mean_abs,5
H3K27ac,0.11153539,H3K4ac,mean_abs,6
H2BK12ac,0.08367218,H3K4ac,mean_abs,7
H2BK5ac,0.07920736,H3K4ac,mean_abs,8
H2AK5ac,0.048901886,H3K4ac,mean_abs,9
H2AK9ac,0.04390085,H3K4ac,mean_abs,10
H3K36ac,0.042258102,H3K4ac,mean_abs,11
H4K16ac,0.0379503,H3K4ac,mean_abs,12
H3K9ac,0.028822651,H3K4ac,mean_abs,13
H4K20me1,0.014698103,H3K4ac,mean_abs,14
H2AZ,0.012291056,H3K4ac,mean_abs,15
H2BK5me1,0.010195744,H3K4ac,mean_abs,16
H4K5ac,0.009448224,H3K4ac,mean_abs,17
H3K4me1,0.0064092744,H3K4ac,mean_abs,18
H4K8ac,0.0059792306,H3K4ac,mean_abs,19
H4K20me3,0.005975743,H3K4ac,mean_abs,20
H3K4me2,0.0047507356,H3K4ac,mean_abs,21
H3K14ac,0.004695844,H3K4ac,mean_abs,22
H3R2me1,0.003669084,H3K4ac,mean_abs,23
H3K79me1,0.002670001,H3K4ac,mean_abs,24
H3K9me1,0.002663954,H3K4ac,mean_abs,25
H3K27me1,0.0026482781,H3K4ac,mean_abs,26
H3K4me3,0.002365577,H3K4ac,mean_abs,27
H3K36me3,0.0021069234,H3K4ac,mean_abs,28
H2A.H4R3me2,0.0019706148,H3K4ac,mean_abs,29
H3K79me3,0.0019509863,H3K4ac,mean_abs,30
H3K23ac,0.0018828766,H3K4ac,mean_abs,31
H3K36me1,0.0017773287,H3K4ac,mean_abs,32
H3R2me2,0.0015828259,H3K4ac,mean_abs,33
H3K27me2,0.0014615305,H3K4ac,mean_abs,34
H3K9me2,0.0013756682,H3K4ac,mean_abs,35
H3K27me3,0.0010297312,H3K4ac,mean_abs,36
H3K9me3,0.0006555217,H3K4ac,mean_abs,37
H3K79me2,0.0003004427,H3K4ac,mean_abs,38
