feature,importance,target,method,rank
H2BK120ac,1.3977228,H3K36ac,mean_abs,1
H2BK12ac,0.49484414,H3K36ac,mean_abs,2
H3K18ac,0.48620874,H3K36ac,mean_abs,3
H3K9ac,0.19081728,H3K36ac,mean_abs,4
H2BK20ac,0.16330267,H3K36ac,mean_abs,5
H3K27ac,0.113768645,H3K36ac,mean_abs,6
H4K12ac,0.10265806,H3K36ac,mean_abs,7
H3K4ac,0.098163106,H3K36ac,mean_abs,8
H3K4me1,0.09329864,H3K36ac,mean_abs,9
H4K20me1,0.09299799,H3K36ac,mean_abs,10
H4K91ac,0.084374495,H3K36ac,mean_abs,11
H4K5ac,0.07596756,H3K36ac,mean_abs,12
H3K4me3,0.049285244,H3K36ac,mean_abs,13
H2BK5me1,0.04233913,H3K36ac,mean_abs,14
H2AZ,0.030865075,H3K36ac,mean_abs,15
H2BK5ac,0.01869773,H3K36ac,mean_abs,16
H4K8ac,0.015317232,H3K36ac,mean_abs,17
H3K9me1,0.015119019,H3K36ac,mean_abs,18
H3K23ac,0.012941992,H3K36ac,mean_abs,19
H2AK5ac,0.012799485,H3K36ac,mean_abs,20
H4K16ac,0.009610108,H3K36ac,mean_abs,21
H2AK9ac,0.008883276,H3K36ac,mean_abs,22
H3K27me1,0.007728727,H3K36ac,mean_abs,23
H2A.H4R3me2,0.006439447,H3K36ac,mean_abs,24
H3K9me2,0.005533876,H3K36ac,mean_abs,25
H3K4me2,0.004909124,H3K36ac,mean_abs,26
H3K36me3,0.004882534,H3K36ac,mean_abs,27
H3K79me3,0.0045477254,H3K36ac,mean_abs,28
H3K79me2,0.0036389523,H3K36ac,mean_abs,29
H3K79me1,0.003570261,H3K36ac,mean_abs,30
H4K20me3,0.0032825572,H3K36ac,mean_abs,31
H3K27me3,0.0031359608,H3K36ac,mean_abs,32
H3R2me2,0.003133509,H3K36ac,mean_abs,33
H3K36me1,0.0027738737,H3K36ac,mean_abs,34
H3K14ac,0.00274959,H3K36ac,mean_abs,35
H3R2me1,0.002551019,H3K36ac,mean_abs,36
H3K9me3,0.0024209907,H3K36ac,mean_abs,37
H3K27me2,0.0016915291,H3K36ac,mean_abs,38
