feature,importance,target,method,rank
H4K8ac,1.290786,H4K5ac,mean_abs,1
H2BK120ac,0.7697776,H4K5ac,mean_abs,2
H3K18ac,0.308428,H4K5ac,mean_abs,3
H3K23ac,0.24021488,H4K5ac,mean_abs,4
H3K27ac,0.22547999,H4K5ac,mean_abs,5
H4K12ac,0.18272969,H4K5ac,mean_abs,6
H2BK12ac,0.14444734,H4K5ac,mean_abs,7
H4K20me1,0.117649265,H4K5ac,mean_abs,8
H3K4me3,0.08868508,H4K5ac,mean_abs,9
H2AK5ac,0.077819146,H4K5ac,mean_abs,10
H3K4me2,0.07658193,H4K5ac,mean_abs,11
H3K36ac,0.074373536,H4K5ac,mean_abs,12
H3K4me1,0.04297159,H4K5ac,mean_abs,13
H3K27me1,0.03889263,H4K5ac,mean_abs,14
H4K91ac,0.028107656,H4K5ac,mean_abs,15
H2BK5ac,0.023508143,H4K5ac,mean_abs,16
H2AZ,0.020140197,H4K5ac,mean_abs,17
H3K14ac,0.018616104,H4K5ac,mean_abs,18
H4K16ac,0.017662652,H4K5ac,mean_abs,19
H3K9me1,0.015645595,H4K5ac,mean_abs,20
H2BK5me1,0.01378669,H4K5ac,mean_abs,21
H3K4ac,0.011788745,H4K5ac,mean_abs,22
H2BK20ac,0.010341139,H4K5ac,mean_abs,23
H3K9me2,0.009897491,H4K5ac,mean_abs,24
H3K27me2,0.0066212006,H4K5ac,mean_abs,25
H3K36me3,0.0064490866,H4K5ac,mean_abs,26
H2A.H4R3me2,0.006302896,H4K5ac,mean_abs,27
H3K9ac,0.006055492,H4K5ac,mean_abs,28
H3R2me1,0.004936221,H4K5ac,mean_abs,29
H4K20me3,0.004826865,H4K5ac,mean_abs,30
H3K36me1,0.0028473898,H4K5ac,mean_abs,31
H3K27me3,0.0023284173,H4K5ac,mean_abs,32
H2AK9ac,0.0022588533,H4K5ac,mean_abs,33
H3K79me1,0.0020537304,H4K5ac,mean_abs,34
H3K79me2,0.00199018,H4K5ac,mean_abs,35
H3K79me3,0.0018308926,H4K5ac,mean_abs,36
H3K9me3,0.0012830769,H4K5ac,mean_abs,37
H3R2me2,0.0010930215,H4K5ac,mean_abs,38
