feature,importance,target,method,rank
H3K4me3,3.5243168,H3K4me1,mean_abs,1
H3K9me1,2.337161,H3K4me1,mean_abs,2
H2BK5me1,1.9982805,H3K4me1,mean_abs,3
H3K18ac,1.3931684,H3K4me1,mean_abs,4
H3K4me2,1.2113911,H3K4me1,mean_abs,5
H2BK120ac,0.4612147,H3K4me1,mean_abs,6
H3K27me1,0.4366006,H3K4me1,mean_abs,7
H4K91ac,0.33678684,H3K4me1,mean_abs,8
H3K27ac,0.21037962,H3K4me1,mean_abs,9
H2AK5ac,0.18133824,H3K4me1,mean_abs,10
H3R2me1,0.14646818,H3K4me1,mean_abs,11
H4K20me1,0.107940525,H3K4me1,mean_abs,12
H3K36me1,0.09187596,H3K4me1,mean_abs,13
H2BK5ac,0.073690444,H3K4me1,mean_abs,14
H2BK20ac,0.06629223,H3K4me1,mean_abs,15
H3K9ac,0.053498212,H3K4me1,mean_abs,16
H4K20me3,0.04873686,H3K4me1,mean_abs,17
H3K4ac,0.0415062,H3K4me1,mean_abs,18
H3K23ac,0.030886576,H3K4me1,mean_abs,19
H2AZ,0.030441886,H3K4me1,mean_abs,20
H3K36me3,0.02795508,H3K4me1,mean_abs,21
H3K14ac,0.025144832,H3K4me1,mean_abs,22
H3K79me3,0.020221332,H3K4me1,mean_abs,23
H2A.H4R3me2,0.017684257,H3K4me1,mean_abs,24
H4K5ac,0.016892238,H3K4me1,mean_abs,25
H3K27me2,0.013976305,H3K4me1,mean_abs,26
H2BK12ac,0.011064024,H3K4me1,mean_abs,27
H4K12ac,0.010985757,H3K4me1,mean_abs,28
H3K9me3,0.010568585,H3K4me1,mean_abs,29
H3K27me3,0.010180985,H3K4me1,mean_abs,30
H3R2me2,0.00880516,H3K4me1,mean_abs,31
H4K16ac,0.008132582,H3K4me1,mean_abs,32
H3K36ac,0.0066008274,H3K4me1,mean_abs,33
H4K8ac,0.006141546,H3K4me1,mean_abs,34
H3K9me2,0.0055082864,H3K4me1,mean_abs,35
H3K79me1,0.0053719394,H3K4me1,mean_abs,36
H2AK9ac,0.0030830095,H3K4me1,mean_abs,37
H3K79me2,0.0018248594,H3K4me1,mean_abs,38
