feature,importance,target,method,rank
H3K4me2,2.2989364,H3K9me1,mean_abs,1
H3K4me1,0.83200717,H3K9me1,mean_abs,2
H3K4me3,0.52828,H3K9me1,mean_abs,3
H4K20me1,0.43260548,H3K9me1,mean_abs,4
H3K27me1,0.43008417,H3K9me1,mean_abs,5
H2BK5me1,0.3957747,H3K9me1,mean_abs,6
H2AZ,0.23066582,H3K9me1,mean_abs,7
H2BK120ac,0.076948434,H3K9me1,mean_abs,8
H3K23ac,0.04560759,H3K9me1,mean_abs,9
H2BK12ac,0.044983298,H3K9me1,mean_abs,10
H4K20me3,0.04225498,H3K9me1,mean_abs,11
H2BK5ac,0.03293419,H3K9me1,mean_abs,12
H3K27ac,0.032318078,H3K9me1,mean_abs,13
H3R2me1,0.019053621,H3K9me1,mean_abs,14
H3K36me1,0.01725007,H3K9me1,mean_abs,15
H3K9ac,0.016871955,H3K9me1,mean_abs,16
H3K18ac,0.016692318,H3K9me1,mean_abs,17
H4K91ac,0.013430744,H3K9me1,mean_abs,18
H3K36ac,0.011963259,H3K9me1,mean_abs,19
H2AK5ac,0.010091139,H3K9me1,mean_abs,20
H2BK20ac,0.009924782,H3K9me1,mean_abs,21
H4K16ac,0.009823077,H3K9me1,mean_abs,22
H3K27me3,0.009614962,H3K9me1,mean_abs,23
H3K4ac,0.008752042,H3K9me1,mean_abs,24
H3K79me1,0.008379035,H3K9me1,mean_abs,25
H4K8ac,0.007804595,H3K9me1,mean_abs,26
H3K79me3,0.007495966,H3K9me1,mean_abs,27
H3K9me2,0.0069885757,H3K9me1,mean_abs,28
H4K5ac,0.0062704245,H3K9me1,mean_abs,29
H3R2me2,0.0061149863,H3K9me1,mean_abs,30
H3K14ac,0.0056573944,H3K9me1,mean_abs,31
H3K27me2,0.0052603493,H3K9me1,mean_abs,32
H3K36me3,0.0049735117,H3K9me1,mean_abs,33
H4K12ac,0.0047381828,H3K9me1,mean_abs,34
H2A.H4R3me2,0.00436288,H3K9me1,mean_abs,35
H3K9me3,0.0030288931,H3K9me1,mean_abs,36
H3K79me2,0.0024964137,H3K9me1,mean_abs,37
H2AK9ac,0.0024641908,H3K9me1,mean_abs,38
