feature,importance,target,method,rank
H2BK5me1,0.36022612,H3R2me1,mean_abs,1
H3K79me3,0.12337363,H3R2me1,mean_abs,2
H3K4me1,0.09793312,H3R2me1,mean_abs,3
H3R2me2,0.05958666,H3R2me1,mean_abs,4
H3K27me2,0.048262917,H3R2me1,mean_abs,5
H3K36me3,0.038477484,H3R2me1,mean_abs,6
H4K20me3,0.03685762,H3R2me1,mean_abs,7
H4K20me1,0.034078658,H3R2me1,mean_abs,8
H3K4me3,0.032399505,H3R2me1,mean_abs,9
H3K27me3,0.024903748,H3R2me1,mean_abs,10
H2A.H4R3me2,0.015414615,H3R2me1,mean_abs,11
H2AK5ac,0.015412774,H3R2me1,mean_abs,12
H3K36me1,0.015121761,H3R2me1,mean_abs,13
H2BK20ac,0.01461852,H3R2me1,mean_abs,14
H3K18ac,0.013250344,H3R2me1,mean_abs,15
H3K9me1,0.011101766,H3R2me1,mean_abs,16
H4K12ac,0.008971964,H3R2me1,mean_abs,17
H3K27ac,0.00870063,H3R2me1,mean_abs,18
H3K79me1,0.0077152885,H3R2me1,mean_abs,19
H2AZ,0.006465742,H3R2me1,mean_abs,20
H2BK5ac,0.006392022,H3R2me1,mean_abs,21
H3K9ac,0.004923327,H3R2me1,mean_abs,22
H4K16ac,0.00472781,H3R2me1,mean_abs,23
H3K4me2,0.0046561365,H3R2me1,mean_abs,24
H3K9me3,0.0038331836,H3R2me1,mean_abs,25
H3K9me2,0.003382863,H3R2me1,mean_abs,26
H3K4ac,0.0021345813,H3R2me1,mean_abs,27
H3K36ac,0.0021277992,H3R2me1,mean_abs,28
H3K23ac,0.0018682871,H3R2me1,mean_abs,29
H3K27me1,0.0017300415,H3R2me1,mean_abs,30
H4K91ac,0.0016249589,H3R2me1,mean_abs,31
H3K79me2,0.0015885564,H3R2me1,mean_abs,32
H2BK120ac,0.0015748063,H3R2me1,mean_abs,33
H2AK9ac,0.0014504392,H3R2me1,mean_abs,34
H3K14ac,0.0012502165,H3R2me1,mean_abs,35
H4K5ac,0.0012050095,H3R2me1,mean_abs,36
H4K8ac,0.0011093955,H3R2me1,mean_abs,37
H2BK12ac,0.0009062251,H3R2me1,mean_abs,38
