feature,importance,target,method,rank
H3K4me1,0.18289031,H3K36me1,mean_abs,1
H3K9me1,0.11248197,H3K36me1,mean_abs,2
H2BK5me1,0.07203095,H3K36me1,mean_abs,3
H3K4me2,0.06965982,H3K36me1,mean_abs,4
H3K27me1,0.059419315,H3K36me1,mean_abs,5
H3K27me2,0.035014473,H3K36me1,mean_abs,6
H3R2me1,0.030820282,H3K36me1,mean_abs,7
H3K4me3,0.02051661,H3K36me1,mean_abs,8
H2AZ,0.020317897,H3K36me1,mean_abs,9
H2A.H4R3me2,0.017830225,H3K36me1,mean_abs,10
H3K23ac,0.012480509,H3K36me1,mean_abs,11
H3K27ac,0.008902455,H3K36me1,mean_abs,12
H3K9me2,0.008525061,H3K36me1,mean_abs,13
H4K5ac,0.005598218,H3K36me1,mean_abs,14
H4K20me1,0.0055405297,H3K36me1,mean_abs,15
H3K79me1,0.0046348646,H3K36me1,mean_abs,16
H3K9ac,0.004561768,H3K36me1,mean_abs,17
H3K27me3,0.0038069985,H3K36me1,mean_abs,18
H4K8ac,0.0033304135,H3K36me1,mean_abs,19
H4K91ac,0.0030914866,H3K36me1,mean_abs,20
H3K79me3,0.0030842947,H3K36me1,mean_abs,21
H3K36me3,0.0030089866,H3K36me1,mean_abs,22
H2BK5ac,0.0022160395,H3K36me1,mean_abs,23
H3K14ac,0.0017697236,H3K36me1,mean_abs,24
H2AK9ac,0.0016806029,H3K36me1,mean_abs,25
H3K9me3,0.0016764731,H3K36me1,mean_abs,26
H4K16ac,0.0014803646,H3K36me1,mean_abs,27
H3R2me2,0.0014586009,H3K36me1,mean_abs,28
H2AK5ac,0.0012671236,H3K36me1,mean_abs,29
H3K4ac,0.0012650653,H3K36me1,mean_abs,30
H4K20me3,0.0011198058,H3K36me1,mean_abs,31
H3K36ac,0.0010869675,H3K36me1,mean_abs,32
H2BK120ac,0.0010465755,H3K36me1,mean_abs,33
H3K79me2,0.00079613517,H3K36me1,mean_abs,34
H2BK12ac,0.0007459161,H3K36me1,mean_abs,35
H3K18ac,0.000707283,H3K36me1,mean_abs,36
H2BK20ac,0.00070381816,H3K36me1,mean_abs,37
H4K12ac,0.00047119317,H3K36me1,mean_abs,38
