feature,importance,target,method,rank
H3K9ac,11.146777,H3K4me3,mean_abs,1
H2AZ,5.9239635,H3K4me3,mean_abs,2
H3K4me1,5.8941264,H3K4me3,mean_abs,3
H3K4me2,2.476678,H3K4me3,mean_abs,4
H3K9me1,1.8027952,H3K4me3,mean_abs,5
H2BK5me1,1.6909124,H3K4me3,mean_abs,6
H2AK5ac,1.1881723,H3K4me3,mean_abs,7
H4K20me1,0.9151534,H3K4me3,mean_abs,8
H3K27ac,0.89802444,H3K4me3,mean_abs,9
H4K5ac,0.78116006,H3K4me3,mean_abs,10
H3K27me1,0.7160608,H3K4me3,mean_abs,11
H3K79me3,0.6636164,H3K4me3,mean_abs,12
H2BK12ac,0.23966572,H3K4me3,mean_abs,13
H4K8ac,0.17444631,H3K4me3,mean_abs,14
H3K18ac,0.1384908,H3K4me3,mean_abs,15
H3K9me3,0.12154429,H3K4me3,mean_abs,16
H4K91ac,0.106197424,H3K4me3,mean_abs,17
H3K27me2,0.0647315,H3K4me3,mean_abs,18
H4K20me3,0.06399777,H3K4me3,mean_abs,19
H4K12ac,0.0528046,H3K4me3,mean_abs,20
H2A.H4R3me2,0.046965647,H3K4me3,mean_abs,21
H3K36me3,0.043150842,H3K4me3,mean_abs,22
H2AK9ac,0.040682115,H3K4me3,mean_abs,23
H2BK5ac,0.03783243,H3K4me3,mean_abs,24
H3K4ac,0.025594296,H3K4me3,mean_abs,25
H3R2me1,0.02435053,H3K4me3,mean_abs,26
H2BK120ac,0.024176849,H3K4me3,mean_abs,27
H3K36ac,0.024158519,H3K4me3,mean_abs,28
H3K23ac,0.02243035,H3K4me3,mean_abs,29
H3K9me2,0.022162065,H3K4me3,mean_abs,30
H3K27me3,0.020753052,H3K4me3,mean_abs,31
H3K14ac,0.01802279,H3K4me3,mean_abs,32
H3K79me1,0.016903806,H3K4me3,mean_abs,33
H2BK20ac,0.015301499,H3K4me3,mean_abs,34
H4K16ac,0.013443783,H3K4me3,mean_abs,35
H3K36me1,0.0115683125,H3K4me3,mean_abs,36
H3R2me2,0.005479217,H3K4me3,mean_abs,37
H3K79me2,0.0034843087,H3K4me3,mean_abs,38
