,tc_value,mmi_value
H3K4ac_H4K16ac_H4R3me2s,1.0937749025633074,-0.3831910553945157
H3K14ac_H3K4me2_H3K4me,1.4452848519209311,-0.3282773405261832
H4K8ac_H4K16ac_H4R3me2s,0.9747264713688253,-0.32785522848172377
H3K23ac_H4K16ac_H4R3me2s,0.9529946505811946,-0.3035607951362582
H3K14ac_H4K16ac_H4R3me2s,0.939508432707072,-0.3009819653271606
H3K79me_H4K16ac_H3K79me3,0.8622975872579683,-0.2998675920148788
H3K56ac_H4K16ac_H4R3me2s,0.9716601294520029,-0.2858857537776043
H3K9ac_H4K16ac_H4R3me2s,0.9857859539523144,-0.28400833281006577
H3K4me2_H3K36me2_H3K36me3,1.1044229647502313,-0.2821263941404766
H3K4me2_H3K4me_H3K79me3,0.9276297109544185,-0.2737258359293335
H3K4me3_H3K4me2_H3K4me,1.9548104568605282,-0.26948036378984064
H3K14ac_H3K4me3_H3K79me,1.4730610042112424,-0.2627163286718339
H3K18ac_H3K4me2_H3K4me,1.4025362347301282,-0.2621499754381418
H3K4me2_H3K4me_H4R3me2s,0.9959036378846626,-0.26125217023286496
H3K4me2_H3K4me_H3K36me3,1.0018849649292267,-0.2522781365624933
H3K4ac_H3K4me2_H3K4me,1.0234310376180495,-0.2512916379623018
H3K14ac_H3K4me2_H3K36me3,1.171289539017108,-0.24615090686319796
H3K4me3_H3K36me2_H3K36me3,1.009388776316415,-0.24537353826416997
H3K18ac_H4K16ac_H4R3me2s,0.9731347668516044,-0.2446233024405018
H3K18ac_H3K36me3_H2AS129ph,0.8222917152724989,-0.23524810779037608
H2AK5ac_H4K16ac_H4R3me2s,0.9962227578991385,-0.23321170250707546
H3K4me3_H3K36me2_H3K79me3,0.8627878431276965,-0.2323910365783899
H2AK5ac_H3K4me2_H3K4me,1.0353672917655992,-0.23075398356764865
H3K79me_H4K20me_H3K79me3,0.8759078712452464,-0.23045972662156444
H4K12ac_H4K16ac_H4R3me2s,0.8406126978706254,-0.2284479849446832
H3K36me3_H4R3me2s_H2AS129ph,1.0731215870929276,-0.22770665194498818
H3K79me_H4K20me_H3K36me3,0.8395693180375634,-0.22674649841929373
H3K79me_H3K36me2_H3K79me3,0.8601478564250229,-0.22153396539656
H4K5ac_H4K16ac_H4R3me2s,0.9004469894076035,-0.2192672431843139
H3K27ac_H4K16ac_H4R3me2s,0.7765149127330666,-0.21376293681301917
H3K4ac_H3K4me3_H3K79me,0.9774838959953129,-0.21323762791291223
H3K18ac_H3K4me3_H3K79me3,1.482523238583994,-0.21246272324687432
H3K4me3_H3K36me2_H4R3me2s,0.8663843991595197,-0.21135867458150948
H3K4me3_H3K4me2_H4K20me,1.4816412591701322,-0.21029409088222017
H3K79me_H3K36me2_H3K36me3,0.8928023952712394,-0.20910679993681924
H3K18ac_H3K4me3_H3K79me,1.2955867683386337,-0.20562116974103262
H3K4me2_H3K36me2_H4R3me2s,0.8742803530217316,-0.20328362570320735
H3K18ac_Htz1_H2AS129ph,0.639452853024908,-0.2020511788432362
H3K4ac_H4K16ac_H3K36me3,0.7426680773888066,-0.20051673906406542
H3K14ac_H3K4me2_H3K79me3,0.989383983113445,-0.20009126483636308
H3K23ac_H3K4me2_H3K4me,1.101270130030116,-0.19938292384003375
H3K79me_H4K16ac_H3K36me3,0.6633446472558617,-0.19884876916567862
H3K18ac_H3K4me2_H3K36me3,1.086685227638359,-0.19841951044937112
H3K4me3_H3K36me3_H2AS129ph,0.7405207108748915,-0.19790677677264945
H3K14ac_H3K36me3_H2AS129ph,0.7640861488346911,-0.19557522216964784
H3K14ac_H3K4me_H4K16ac,0.7198769837731582,-0.1951947929830915
H3K4me3_H3K4me_H3K79me3,1.067502219072189,-0.1929558869801653
H3K4me3_H3K4me_H4K16ac,0.9431183707024982,-0.19163227557873164
H3K4me3_Htz1_H2AS129ph,0.5808396656642572,-0.1912284276406595
H3K79me_H3K4me_H3K36me3,0.8632401717401024,-0.1901531995193153
H3K79me3_H4R3me2s_H2AS129ph,1.0341739853264311,-0.18840189285777065
H4K8ac_H3K36me2_H4R3me2s,0.8175133968108366,-0.1881535736198181
H3K14ac_H3K4me2_H4K20me,1.0711653431818071,-0.1879937785083463
H3K14ac_H3K79me_H3K4me,0.6470696556730449,-0.1870068927475632
H3K4me3_H3K79me_H3K36me2,0.6198252411236673,-0.18635201676889146
H3K4me2_H4K16ac_H4R3me2s,0.6232676198797069,-0.18596245022241398
H3K4ac_H3K36me3_H2AS129ph,0.773045623838879,-0.18501112993775948
H3K14ac_H4K20me_H4K16ac,0.7714727647658535,-0.18474963998324867
H3K14ac_H4K16ac_H3K36me3,0.6495796319390603,-0.18455503848898047
H3K18ac_H3K4me2_H4K20me,1.123552574922389,-0.18259542125303696
H3K14ac_H3K4me_H3K79me3,0.8592525990351447,-0.1797550058242834
H3K18ac_H4K16ac_H3K36me3,0.6347050320691938,-0.17936712906214147
H3K4me3_H3K79me_H3K36me3,0.7241488458189345,-0.17922835953949878
H3K4me3_H4K16ac_H4R3me2s,0.6750717356246181,-0.1790281628481587
H3K4me3_H4K16ac_H3K36me3,0.509895743806819,-0.17871166838441965
H3K4me2_H4K20me_H4R3me2s,0.8784064082207834,-0.17797509216981489
H3K18ac_H3K79me_H2AS129ph,0.5620423046411922,-0.17765960543608017
H3K4me3_H3K4me2_H4K16ac,1.175513309507199,-0.17747100722352904
H3K18ac_H3K79me_H3K4me,0.6432926130529992,-0.17482830774446256
H3K4me3_H3K79me3_H4R3me2s,1.1544278471449818,-0.1745901330236066
H3K23ac_H4K16ac_H3K36me3,0.652503917900118,-0.1745308860988981
H4K12ac_H3K4me3_H2AS129ph,0.6779124952691333,-0.17341571965263647
H3K23ac_H3K4me3_H3K79me,1.0066428577537945,-0.1734001531247369
H3K4ac_H3K4me2_H3K36me3,0.8979013237516078,-0.17267788578493892
H3K4ac_H3K4me2_H4K20me,0.7682777309694213,-0.17267216331478963
H3K9ac_H3K4me2_H3K4me,0.8248347070124886,-0.17257968459717432
