,target_feature_name,alpha_optimal,l1_ratio_optimal,cv_scores,cv_mean,cv_std,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,importance_method,permutation_importance_scores,top_k_features_permutation,top_k_importance_scores,all_coefficients,coef_top_k_features,features_selected_by_coefficients,coef_abs,agreement_with_coefficients,disagreement_with_coefficients,n_selected_total,selected_features_mask
H2A.H4R3me2,H2A.H4R3me2,0.0008286427728546842,0.1,"[0.4018053467707863, 0.4409922223488575, 0.471860425149051, 0.3725222620132068, 0.29320665429696036, 0.48065125821569643, 0.4624119186617127, 0.2576430427062988, 0.312003021392528, 0.25951865309935984]",0.3752614804654458,0.08428006701478212,0.393565448997905,1.0218886692887303,0.6660327400009718,0.3996835513007343,1.0486600121195213,0.66960340278485,Permutation Importance (TEST SET),"[0.00013037316120745324, 0.005371531845702005, 0.0012154261956550893, 0.0016695711733759721, 0.008465517914630094, 0.006131703162862112, 0.03126638845731174, 0.08776139345196973, 0.0007241668160823167, 0.041508631880694626, 0.008707730771732702, 0.007242850001223411, 0.005793255460974267, 0.015055342501299885, 0.0035578893707615355, 0.00038945849364451223, 0.007387827238469802, 0.05080344153838858, 0.0014902153909681303, 0.03668544807885312, 0.0025816519599493382, 0.0002759822864884298, 0.0003222473022075345, 0.003137827179037911, 0.0007570727889532058, 0.001143576316098005, -7.856973048503413e-07, 0.0002851953883567293, 0.0016713385203724674, 0.004805260722366889, 0.007232394935794884, 3.920075972581038e-05, 0.0006153068652606675, 3.3035828655769706e-05, 0.0003335416302062022, 4.4911098425359786e-05, 0.0006168243175112443, 5.3332015270080024e-05]","['H3K9me3', 'H3R2me2', 'H3K27me2', 'H4K20me3', 'H3K9me2', 'H3K79me1', 'H3K27me3', 'H3K4me3', 'H3R2me1', 'H3K36me1']","[0.08776139 0.05080344 0.04150863 0.03668545 0.03126639 0.01505534
 0.00870773 0.00846552 0.00738783 0.00724285]","{'H2AZ': 0.010614051275474011, 'H2BK5me1': 0.06611299610121334, 'H3K4me1': 0.032932761093897214, 'H3K4me2': 0.03916424887520692, 'H3K4me3': 0.08360393050494253, 'H3K9me1': 0.07483771760317018, 'H3K9me2': 0.14996983956562462, 'H3K9me3': 0.2628040735945526, 'H3K27me1': 0.020412529942927585, 'H3K27me2': 0.17475355143428883, 'H3K27me3': 0.07559785808457743, 'H3K36me1': 0.07151815740671316, 'H3K36me3': 0.07262517662933049, 'H3K79me1': 0.11168485884990585, 'H3K79me2': 0.05955122757765135, 'H3K79me3': 0.008999385428051756, 'H3R2me1': 0.07296469902911774, 'H3R2me2': 0.20331669855694195, 'H4K20me1': 0.03588396517686903, 'H4K20me3': 0.1763665304282221, 'H3K4ac': 0.04753129683243429, 'H3K9ac': 0.017206573169163072, 'H3K14ac': 0.011140007230399686, 'H3K18ac': 0.05125323285121153, 'H3K23ac': 0.02858978517769969, 'H3K27ac': 0.03306572251429962, 'H3K36ac': 0.0014488808599132734, 'H4K5ac': 0.018795594959429528, 'H4K8ac': 0.038457243396542294, 'H4K12ac': 0.06595272910857786, 'H4K16ac': 0.07836555845624789, 'H4K91ac': 0.004469438717716361, 'H2AK5ac': 0.025670737133554538, 'H2AK9ac': 0.005864103890493486, 'H2BK5ac': 0.018456152196191386, 'H2BK12ac': 0.00496732926493713, 'H2BK20ac': 0.024066657144380065, 'H2BK120ac': 0.011111521275452983}","['H3K9me3', 'H3R2me2', 'H4K20me3', 'H3K27me2', 'H3K9me2', 'H3K79me1', 'H3K4me3', 'H4K16ac', 'H3K27me3', 'H3K9me1']","['H3K9me3', 'H3R2me2', 'H4K20me3', 'H3K27me2', 'H3K9me2', 'H3K79me1', 'H3K4me3', 'H4K16ac', 'H3K27me3', 'H3K9me1']","[0.010614051275474011, 0.06611299610121334, 0.032932761093897214, 0.03916424887520692, 0.08360393050494253, 0.07483771760317018, 0.14996983956562462, 0.2628040735945526, 0.020412529942927585, 0.17475355143428883, 0.07559785808457743, 0.07151815740671316, 0.07262517662933049, 0.11168485884990585, 0.05955122757765135, 0.008999385428051756, 0.07296469902911774, 0.20331669855694195, 0.03588396517686903, 0.1763665304282221, 0.04753129683243429, 0.017206573169163072, 0.011140007230399686, 0.05125323285121153, 0.02858978517769969, 0.03306572251429962, 0.0014488808599132734, 0.018795594959429528, 0.038457243396542294, 0.06595272910857786, 0.07836555845624789, 0.004469438717716361, 0.025670737133554538, 0.005864103890493486, 0.018456152196191386, 0.00496732926493713, 0.024066657144380065, 0.011111521275452983]","['H3K9me2', 'H3K79me1', 'H3K27me3', 'H4K20me3', 'H3K9me3', 'H3K27me2', 'H3R2me2', 'H3K4me3']","['H4K16ac', 'H3K9me1', 'H3R2me1', 'H3K36me1']",38,"{'H2AZ': True, 'H2BK5me1': True, 'H3K4me1': True, 'H3K4me2': True, 'H3K4me3': True, 'H3K9me1': True, 'H3K9me2': True, 'H3K9me3': True, 'H3K27me1': True, 'H3K27me2': True, 'H3K27me3': True, 'H3K36me1': True, 'H3K36me3': True, 'H3K79me1': True, 'H3K79me2': True, 'H3K79me3': True, 'H3R2me1': True, 'H3R2me2': True, 'H4K20me1': True, 'H4K20me3': True, 'H3K4ac': True, 'H3K9ac': True, 'H3K14ac': True, 'H3K18ac': True, 'H3K23ac': True, 'H3K27ac': True, 'H3K36ac': True, 'H4K5ac': True, 'H4K8ac': True, 'H4K12ac': True, 'H4K16ac': True, 'H4K91ac': True, 'H2AK5ac': True, 'H2AK9ac': True, 'H2BK5ac': True, 'H2BK12ac': True, 'H2BK20ac': True, 'H2BK120ac': True}"
H2AZ,H2AZ,0.0013257113655901094,0.7,"[0.5475841268717687, 0.5558549392096452, 0.5337361768439489, 0.5242825033633927, 0.5449512745836309, 0.5633888794015083, 0.5529683386836517, 0.5525010879472614, 0.5540836038594463, 0.5414748173723176]",0.5470825748136572,0.01090906682801758,0.5476417787865261,3.559153478429436,2.1183605288067757,0.5423252515528876,3.5379644011513043,2.103334703304461,Permutation Importance (TEST SET),"[0.00019366878161997114, 0.001728129558018532, 0.0045767517279838524, 0.005785191949558577, 0.1801227755078582, 0.0033369257673938947, 1.0238752802871343e-05, 0.005445570278830181, 0.0005764309700275749, 0.00013292942785873008, 0.0011843146304726826, 0.00010114840856026986, 0.006439982096397545, 0.00029339357888232833, -6.510687509169167e-05, 0.0006704447825090276, -2.337396899340094e-05, 0.0003501518815365756, 0.015794918660709388, 8.229984031704606e-06, 0.05098542058213237, 0.006120556060210414, 0.0009082689916661835, 0.08139470770002485, 0.0036314262947374277, 0.04408965763156073, 0.005042319643579651, 0.008153569599309041, 0.24546974227758814, 0.001893601048077531, 0.001448982764948681, 0.05619353681385285, 0.007307449396027866, 0.017672838453167618, 0.0025812829401696156, 0.0023752908548894556, 0.0, 0.0015534320837555682]","['H4K8ac', 'H3K4me3', 'H3K18ac', 'H4K91ac', 'H3K4ac', 'H3K27ac', 'H2AK9ac', 'H4K20me1', 'H4K5ac', 'H2AK5ac']","[0.24546974 0.18012278 0.08139471 0.05619354 0.05098542 0.04408966
 0.01767284 0.01579492 0.00815357 0.00730745]","{'H2A.H4R3me2': 0.02990330274019894, 'H2BK5me1': 0.1585863050307376, 'H3K4me1': 0.24487889625552017, 'H3K4me2': 0.27744216209387895, 'H3K4me3': 1.5733611655186692, 'H3K9me1': 0.20918802240083198, 'H3K9me2': 0.003957194807689731, 'H3K9me3': 0.28483612075295406, 'H3K27me1': 0.10737563669411926, 'H3K27me2': 0.06727701958394597, 'H3K27me3': 0.16630657135397703, 'H3K36me1': 0.08244785716555325, 'H3K36me3': 0.27861375552263673, 'H3K79me1': 0.09795993876964436, 'H3K79me2': 0.042844900396960484, 'H3K79me3': 0.11478058617204785, 'H3R2me1': 0.03515228167979503, 'H3R2me2': 0.09085956977672646, 'H4K20me1': 0.4653120242106935, 'H4K20me3': 0.024679217062307725, 'H3K4ac': 0.8201835308455641, 'H3K9ac': 0.3184820442747882, 'H3K14ac': 0.10058951783369303, 'H3K18ac': 1.076334342360455, 'H3K23ac': 0.20777111476253904, 'H3K27ac': 0.7988399606965946, 'H3K36ac': 0.2656649349480968, 'H4K5ac': 0.34954474118126083, 'H4K8ac': 1.8722045713609003, 'H4K12ac': 0.16804346946082274, 'H4K16ac': 0.12738008747188526, 'H4K91ac': 0.8703116687738082, 'H2AK5ac': 0.32185305709442336, 'H2AK9ac': 0.489334993244231, 'H2BK5ac': 0.18303431818668103, 'H2BK12ac': 0.18404738688101832, 'H2BK20ac': 0.0, 'H2BK120ac': 0.12626633271175516}","['H4K8ac', 'H3K4me3', 'H3K18ac', 'H4K91ac', 'H3K4ac', 'H3K27ac', 'H2AK9ac', 'H4K20me1', 'H4K5ac', 'H2AK5ac']","['H4K8ac', 'H3K4me3', 'H3K18ac', 'H4K91ac', 'H3K4ac', 'H3K27ac', 'H2AK9ac', 'H4K20me1', 'H4K5ac', 'H2AK5ac']","[0.02990330274019894, 0.1585863050307376, 0.24487889625552017, 0.27744216209387895, 1.5733611655186692, 0.20918802240083198, 0.003957194807689731, 0.28483612075295406, 0.10737563669411926, 0.06727701958394597, 0.16630657135397703, 0.08244785716555325, 0.27861375552263673, 0.09795993876964436, 0.042844900396960484, 0.11478058617204785, 0.03515228167979503, 0.09085956977672646, 0.4653120242106935, 0.024679217062307725, 0.8201835308455641, 0.3184820442747882, 0.10058951783369303, 1.076334342360455, 0.20777111476253904, 0.7988399606965946, 0.2656649349480968, 0.34954474118126083, 1.8722045713609003, 0.16804346946082274, 0.12738008747188526, 0.8703116687738082, 0.32185305709442336, 0.489334993244231, 0.18303431818668103, 0.18404738688101832, 0.0, 0.12626633271175516]","['H3K27ac', 'H4K5ac', 'H4K20me1', 'H4K91ac', 'H3K18ac', 'H4K8ac', 'H3K4ac', 'H2AK5ac', 'H3K4me3', 'H2AK9ac']",[],37,"{'H2A.H4R3me2': True, 'H2BK5me1': True, 'H3K4me1': True, 'H3K4me2': True, 'H3K4me3': True, 'H3K9me1': True, 'H3K9me2': True, 'H3K9me3': True, 'H3K27me1': True, 'H3K27me2': True, 'H3K27me3': True, 'H3K36me1': True, 'H3K36me3': True, 'H3K79me1': True, 'H3K79me2': True, 'H3K79me3': True, 'H3R2me1': True, 'H3R2me2': True, 'H4K20me1': True, 'H4K20me3': True, 'H3K4ac': True, 'H3K9ac': True, 'H3K14ac': True, 'H3K18ac': True, 'H3K23ac': True, 'H3K27ac': True, 'H3K36ac': True, 'H4K5ac': True, 'H4K8ac': True, 'H4K12ac': True, 'H4K16ac': True, 'H4K91ac': True, 'H2AK5ac': True, 'H2AK9ac': True, 'H2BK5ac': True, 'H2BK12ac': True, 'H2BK20ac': False, 'H2BK120ac': True}"
H2BK5me1,H2BK5me1,0.00040949150623804275,1.0,"[0.6062125271714878, 0.5843196966060833, 0.6127015785419977, 0.6006596123033251, 0.6091195790280366, 0.6074307085249591, 0.59345807928363, 0.6076643595610203, 0.6095852916948438, 0.598501132432353]",0.6029652565147736,0.008320762213156134,0.6034942705404376,4.988943646039747,3.2418115357554678,0.5992073275454499,4.986448514368118,3.230757707998161,Permutation Importance (TEST SET),"[0.0024162041533731917, 0.0015441223457405395, 0.023130058154611045, 0.0006326064546364974, 0.042188214251702195, 0.014182920580262982, 0.0001713199032244872, 0.004028064171664014, 0.019789775022290446, 0.00025647073740698857, 0.0025069424563645137, 0.00311498133552941, 1.3987990638808511e-05, 0.0002577858428696178, 0.0002490698165261929, 3.345504166818447e-06, 0.028891038150451374, 0.002019642746285155, 0.6587973484289071, -6.173908821294205e-07, 3.213668242559864e-05, 0.005776156801426113, 0.0004027583999241302, 4.920739725630119e-05, 0.005271878543451292, 0.00023965664531119257, 0.00018186955158597807, 0.002240527745898957, 0.0004374037495907146, 0.020376831562340436, 0.011665716555128047, 0.0013578457449961224, 9.798289634576074e-05, 0.00021518693612629925, 0.00032679962127590834, 0.0004275931035310321, 0.002012865799892227, 0.0010081859788936055]","['H4K20me1', 'H3K4me3', 'H3R2me1', 'H3K4me1', 'H4K12ac', 'H3K27me1', 'H3K9me1', 'H4K16ac', 'H3K9ac', 'H3K23ac']","[0.65879735 0.04218821 0.02889104 0.02313006 0.02037683 0.01978978
 0.01418292 0.01166572 0.00577616 0.00527188]","{'H2A.H4R3me2': 0.2603961040357958, 'H2AZ': 0.21207254491332309, 'H3K4me1': 0.8379408760756842, 'H3K4me2': 0.16110603653063357, 'H3K4me3': 1.172599735996713, 'H3K9me1': 0.6422599283048867, 'H3K9me2': 0.07185922816684474, 'H3K9me3': 0.34802300232474925, 'H3K27me1': 0.8008796017501845, 'H3K27me2': 0.08946665777722791, 'H3K27me3': 0.2811712868447783, 'H3K36me1': 0.281602854463708, 'H3K36me3': 0.011679544469921208, 'H3K79me1': 0.09411820695065921, 'H3K79me2': 0.10411214152220585, 'H3K79me3': 0.049066175261884344, 'H3R2me1': 0.9568250801365188, 'H3R2me2': 0.25874880831080604, 'H4K20me1': 4.5620609211183485, 'H4K20me3': 0.0006442881355551229, 'H3K4ac': 0.030679607705179916, 'H3K9ac': 0.42330368171157773, 'H3K14ac': 0.1281146305119147, 'H3K18ac': 0.04545833418145195, 'H3K23ac': 0.39761065296156234, 'H3K27ac': 0.09144734337707063, 'H3K36ac': 0.07642075831727158, 'H4K5ac': 0.2633942952840188, 'H4K8ac': 0.11095061235042968, 'H4K12ac': 0.7926867479532692, 'H4K16ac': 0.6231221837476814, 'H4K91ac': 0.2014878868839724, 'H2AK5ac': 0.045795985003472726, 'H2AK9ac': 0.09011178069558537, 'H2BK5ac': 0.10229098563336247, 'H2BK12ac': 0.11712170853632557, 'H2BK20ac': 0.24474892732622539, 'H2BK120ac': 0.17276672281666336}","['H4K20me1', 'H3K4me3', 'H3R2me1', 'H3K4me1', 'H3K27me1', 'H4K12ac', 'H3K9me1', 'H4K16ac', 'H3K9ac', 'H3K23ac']","['H4K20me1', 'H3K4me3', 'H3R2me1', 'H3K4me1', 'H3K27me1', 'H4K12ac', 'H3K9me1', 'H4K16ac', 'H3K9ac', 'H3K23ac']","[0.2603961040357958, 0.21207254491332309, 0.8379408760756842, 0.16110603653063357, 1.172599735996713, 0.6422599283048867, 0.07185922816684474, 0.34802300232474925, 0.8008796017501845, 0.08946665777722791, 0.2811712868447783, 0.281602854463708, 0.011679544469921208, 0.09411820695065921, 0.10411214152220585, 0.049066175261884344, 0.9568250801365188, 0.25874880831080604, 4.5620609211183485, 0.0006442881355551229, 0.030679607705179916, 0.42330368171157773, 0.1281146305119147, 0.04545833418145195, 0.39761065296156234, 0.09144734337707063, 0.07642075831727158, 0.2633942952840188, 0.11095061235042968, 0.7926867479532692, 0.6231221837476814, 0.2014878868839724, 0.045795985003472726, 0.09011178069558537, 0.10229098563336247, 0.11712170853632557, 0.24474892732622539, 0.17276672281666336]","['H4K16ac', 'H4K12ac', 'H3K23ac', 'H3K4me1', 'H4K20me1', 'H3K9me1', 'H3K27me1', 'H3K4me3', 'H3K9ac', 'H3R2me1']",[],38,"{'H2A.H4R3me2': True, 'H2AZ': True, 'H3K4me1': True, 'H3K4me2': True, 'H3K4me3': True, 'H3K9me1': True, 'H3K9me2': True, 'H3K9me3': True, 'H3K27me1': True, 'H3K27me2': True, 'H3K27me3': True, 'H3K36me1': True, 'H3K36me3': True, 'H3K79me1': True, 'H3K79me2': True, 'H3K79me3': True, 'H3R2me1': True, 'H3R2me2': True, 'H4K20me1': True, 'H4K20me3': True, 'H3K4ac': True, 'H3K9ac': True, 'H3K14ac': True, 'H3K18ac': True, 'H3K23ac': True, 'H3K27ac': True, 'H3K36ac': True, 'H4K5ac': True, 'H4K8ac': True, 'H4K12ac': True, 'H4K16ac': True, 'H4K91ac': True, 'H2AK5ac': True, 'H2AK9ac': True, 'H2BK5ac': True, 'H2BK12ac': True, 'H2BK20ac': True, 'H2BK120ac': True}"
H3K4me1,H3K4me1,0.0008286427728546842,1.0,"[0.4502094117581821, 0.4464325437744888, 0.4476482257098392, 0.4459696383357937, 0.4445933317868872, 0.4499509845375521, 0.45354214193504494, 0.4578274731154882, 0.4609287334812169, 0.4545908432976671]",0.45116933277321597,0.005142329137147301,0.4515762138901388,7.822487265469502,5.77426069689651,0.4540986348602758,7.804644272246095,5.768254467096293,Permutation Importance (TEST SET),"[0.0013224268152155494, 0.0066428561383544025, 0.042117828571732165, 0.021915972752693625, 0.2286573972628246, 0.14929314914709613, 0.0005218622465678723, 4.691066263629029e-06, 0.021379630487578516, 0.0011011635448809343, 0.00025507250686142014, 0.014538953161057577, 0.018208611606550185, 0.00033589430296173675, 0.0001750891179970071, 0.0057716185469108726, 0.003993479234992559, 1.1736133010575855e-05, 0.0013790504868738673, 0.0010492937033848905, 0.008375673153208996, 0.06708050370306962, 0.007344904171401867, 0.04818001918206575, 0.0047664463324225805, 0.0064776201726779005, 0.015731903339383457, 0.0011335676136091876, 0.00021427851008314346, 0.001921689347665112, 5.9128039908817875e-05, 0.018371689092048327, 0.018221826772783823, 0.0003371229256888375, 0.00031946640032358696, 0.007757516497684136, 0.008373306037881566, 3.0452675950809473e-06]","['H3K4me3', 'H3K9me1', 'H3K9ac', 'H3K18ac', 'H2BK5me1', 'H3K4me2', 'H3K27me1', 'H4K91ac', 'H2AK5ac', 'H3K36me3']","[0.2286574  0.14929315 0.0670805  0.04818002 0.04211783 0.02191597
 0.02137963 0.01837169 0.01822183 0.01820861]","{'H2A.H4R3me2': 0.24123602981103157, 'H2AZ': 0.5956994269356196, 'H2BK5me1': 1.5444528286385433, 'H3K4me2': 1.119746538849011, 'H3K4me3': 3.563734439537233, 'H3K9me1': 2.8848036827188697, 'H3K9me2': 0.15742785617534757, 'H3K9me3': 0.02166593981425578, 'H3K27me1': 1.0701852592725918, 'H3K27me2': 0.2929170082241913, 'H3K27me3': 0.09854814124717778, 'H3K36me1': 0.9405539308531159, 'H3K36me3': 0.9909755824974159, 'H3K79me1': 0.10498279470640606, 'H3K79me2': 0.14033027250623106, 'H3K79me3': 0.5556363305476943, 'H3R2me1': 0.49657698374386167, 'H3R2me2': 0.03596628752818163, 'H4K20me1': 0.24634003264400897, 'H4K20me3': 0.22836734021553182, 'H3K4ac': 0.6774561842330523, 'H3K9ac': 1.9599972927427955, 'H3K14ac': 0.6816859420597253, 'H3K18ac': 1.6391567681338028, 'H3K23ac': 0.5095270456753828, 'H3K27ac': 0.6068760939291986, 'H3K36ac': 0.9386171696986034, 'H4K5ac': 0.26070594487782345, 'H4K8ac': 0.09921788500412351, 'H4K12ac': 0.33433520681986484, 'H4K16ac': 0.04548372068121339, 'H4K91ac': 1.0135787808967187, 'H2AK5ac': 0.9642860038602811, 'H2AK9ac': 0.15138559667066145, 'H2BK5ac': 0.1327020755480719, 'H2BK12ac': 0.6457734179014177, 'H2BK20ac': 0.6731243599287073, 'H2BK120ac': 0.016540525784925476}","['H3K4me3', 'H3K9me1', 'H3K9ac', 'H3K18ac', 'H2BK5me1', 'H3K4me2', 'H3K27me1', 'H4K91ac', 'H3K36me3', 'H2AK5ac']","['H3K4me3', 'H3K9me1', 'H3K9ac', 'H3K18ac', 'H2BK5me1', 'H3K4me2', 'H3K27me1', 'H4K91ac', 'H3K36me3', 'H2AK5ac']","[0.24123602981103157, 0.5956994269356196, 1.5444528286385433, 1.119746538849011, 3.563734439537233, 2.8848036827188697, 0.15742785617534757, 0.02166593981425578, 1.0701852592725918, 0.2929170082241913, 0.09854814124717778, 0.9405539308531159, 0.9909755824974159, 0.10498279470640606, 0.14033027250623106, 0.5556363305476943, 0.49657698374386167, 0.03596628752818163, 0.24634003264400897, 0.22836734021553182, 0.6774561842330523, 1.9599972927427955, 0.6816859420597253, 1.6391567681338028, 0.5095270456753828, 0.6068760939291986, 0.9386171696986034, 0.26070594487782345, 0.09921788500412351, 0.33433520681986484, 0.04548372068121339, 1.0135787808967187, 0.9642860038602811, 0.15138559667066145, 0.1327020755480719, 0.6457734179014177, 0.6731243599287073, 0.016540525784925476]","['H3K9me1', 'H4K91ac', 'H3K27me1', 'H3K9ac', 'H3K18ac', 'H2BK5me1', 'H3K4me2', 'H2AK5ac', 'H3K36me3', 'H3K4me3']",[],38,"{'H2A.H4R3me2': True, 'H2AZ': True, 'H2BK5me1': True, 'H3K4me2': True, 'H3K4me3': True, 'H3K9me1': True, 'H3K9me2': True, 'H3K9me3': True, 'H3K27me1': True, 'H3K27me2': True, 'H3K27me3': True, 'H3K36me1': True, 'H3K36me3': True, 'H3K79me1': True, 'H3K79me2': True, 'H3K79me3': True, 'H3R2me1': True, 'H3R2me2': True, 'H4K20me1': True, 'H4K20me3': True, 'H3K4ac': True, 'H3K9ac': True, 'H3K14ac': True, 'H3K18ac': True, 'H3K23ac': True, 'H3K27ac': True, 'H3K36ac': True, 'H4K5ac': True, 'H4K8ac': True, 'H4K12ac': True, 'H4K16ac': True, 'H4K91ac': True, 'H2AK5ac': True, 'H2AK9ac': True, 'H2BK5ac': True, 'H2BK12ac': True, 'H2BK20ac': True, 'H2BK120ac': True}"
H3K4me2,H3K4me2,0.00032374575428176434,0.5,"[0.5252979120184178, 0.5070132941735399, 0.5294958551789983, 0.5178432375465514, 0.5147049978766769, 0.5229743672503109, 0.5131273596391691, 0.5170830428270825, 0.5221775965897673, 0.5256491895877693]",0.5195366852688283,0.006470546244698498,0.5200475616334319,6.112401397610425,4.43532007014528,0.5226649847287222,6.079564509022061,4.4098513779427195,Permutation Importance (TEST SET),"[0.0012594176242980205, 0.006421011160839496, 0.0011530638265123017, 0.017176167258371466, 0.17691978094151833, 0.44563693482059347, 0.0003587768423226723, 0.0010130106553444373, -2.5957866537695828e-06, 0.00030822839684591097, 3.67782779857051e-05, 0.003977112286732987, 9.78432067965107e-06, 0.00034802749747667725, 7.646187848009411e-05, 0.0014578743830111485, 0.00011005129245729161, 0.0001517002278799251, 0.0001723035782225102, 0.000337096512538837, 0.016076249436589994, 0.02568390813999919, 0.0010130923502372547, 0.010967059132302216, 0.03207792869224798, 0.028072451001184107, 0.00020644746434769212, 0.05620401584261053, 0.0005772776147620728, 0.02584658145709865, 0.002615516111011873, 0.02388326227251476, 0.002474458367284971, 0.00014666531701656993, 9.233991780885909e-05, 0.006853388873432042, 0.015044719793665905, 0.01003936788165003]","['H3K9me1', 'H3K4me3', 'H4K5ac', 'H3K23ac', 'H3K27ac', 'H4K12ac', 'H3K9ac', 'H4K91ac', 'H3K4me1', 'H3K4ac']","[0.44563693 0.17691978 0.05620402 0.03207793 0.02807245 0.02584658
 0.02568391 0.02388326 0.01717617 0.01607625]","{'H2A.H4R3me2': 0.20964536158019764, 'H2AZ': 0.49140279866295505, 'H2BK5me1': 0.21750070151654058, 'H3K4me1': 0.8188512553051909, 'H3K4me3': 2.618700326415633, 'H3K9me1': 4.131739695448327, 'H3K9me2': 0.11071238486626006, 'H3K9me3': 0.18864837938851742, 'H3K27me1': 0.011454574096951935, 'H3K27me2': 0.1193529097383941, 'H3K27me3': 0.041169858676923264, 'H3K36me1': 0.3836375522781983, 'H3K36me3': 0.016269639009410978, 'H3K79me1': 0.11941876157561439, 'H3K79me2': 0.042105395188289374, 'H3K79me3': 0.2474083034508705, 'H3R2me1': 0.06442984470833525, 'H3R2me2': 0.07235586517270112, 'H4K20me1': 0.0780093180878693, 'H4K20me3': 0.10448721371750791, 'H3K4ac': 0.777636844013803, 'H3K9ac': 1.0317873575619196, 'H3K14ac': 0.20211958857699952, 'H3K18ac': 0.6672742410293039, 'H3K23ac': 1.1416953366054028, 'H3K27ac': 1.043508993085028, 'H3K36ac': 0.0885289681979503, 'H4K5ac': 1.5072367815021601, 'H4K8ac': 0.15709902491226269, 'H4K12ac': 1.0087252756078209, 'H4K16ac': 0.32347745586630067, 'H4K91ac': 0.973950220911915, 'H2AK5ac': 0.3171891268421991, 'H2AK9ac': 0.10165064804731544, 'H2BK5ac': 0.07255837010326091, 'H2BK12ac': 0.5197335577604332, 'H2BK20ac': 0.7434567215132027, 'H2BK120ac': 0.6162799998241388}","['H3K9me1', 'H3K4me3', 'H4K5ac', 'H3K23ac', 'H3K27ac', 'H3K9ac', 'H4K12ac', 'H4K91ac', 'H3K4me1', 'H3K4ac']","['H3K9me1', 'H3K4me3', 'H4K5ac', 'H3K23ac', 'H3K27ac', 'H3K9ac', 'H4K12ac', 'H4K91ac', 'H3K4me1', 'H3K4ac']","[0.20964536158019764, 0.49140279866295505, 0.21750070151654058, 0.8188512553051909, 2.618700326415633, 4.131739695448327, 0.11071238486626006, 0.18864837938851742, 0.011454574096951935, 0.1193529097383941, 0.041169858676923264, 0.3836375522781983, 0.016269639009410978, 0.11941876157561439, 0.042105395188289374, 0.2474083034508705, 0.06442984470833525, 0.07235586517270112, 0.0780093180878693, 0.10448721371750791, 0.777636844013803, 1.0317873575619196, 0.20211958857699952, 0.6672742410293039, 1.1416953366054028, 1.043508993085028, 0.0885289681979503, 1.5072367815021601, 0.15709902491226269, 1.0087252756078209, 0.32347745586630067, 0.973950220911915, 0.3171891268421991, 0.10165064804731544, 0.07255837010326091, 0.5197335577604332, 0.7434567215132027, 0.6162799998241388]","['H3K27ac', 'H4K5ac', 'H4K12ac', 'H3K23ac', 'H3K4me1', 'H3K9me1', 'H4K91ac', 'H3K9ac', 'H3K4ac', 'H3K4me3']",[],38,"{'H2A.H4R3me2': True, 'H2AZ': True, 'H2BK5me1': True, 'H3K4me1': True, 'H3K4me3': True, 'H3K9me1': True, 'H3K9me2': True, 'H3K9me3': True, 'H3K27me1': True, 'H3K27me2': True, 'H3K27me3': True, 'H3K36me1': True, 'H3K36me3': True, 'H3K79me1': True, 'H3K79me2': True, 'H3K79me3': True, 'H3R2me1': True, 'H3R2me2': True, 'H4K20me1': True, 'H4K20me3': True, 'H3K4ac': True, 'H3K9ac': True, 'H3K14ac': True, 'H3K18ac': True, 'H3K23ac': True, 'H3K27ac': True, 'H3K36ac': True, 'H4K5ac': True, 'H4K8ac': True, 'H4K12ac': True, 'H4K16ac': True, 'H4K91ac': True, 'H2AK5ac': True, 'H2AK9ac': True, 'H2BK5ac': True, 'H2BK12ac': True, 'H2BK20ac': True, 'H2BK120ac': True}"
