,H3K36me2,H4K8ac,H3K4ac,H3K27ac,H3K36me3,H3K4me,H4R3me,H3K79me3,H3K14ac,H2AK5ac,H3K18ac,H3K4me3,H4K16ac,H3K36me,H3K9ac,H4K20me,Htz1,H3K23ac,H3K56ac,H3S10ph,H4R3me2s,H2AS129ph,H3K79me,H3K4me2
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K12ac,1.1862507963253872,2.153095238806644,1.5254326753864191,1.3037303866249825,1.4290505387492445,1.1626117846108208,1.2990303482609313,1.3252891552447768,1.532134501349745,1.7097110707815162,1.531382383816414,1.367453138918604,1.110597269454173,1.172206974776147,1.3611818997088747,1.105814298268129,1.2860415854893184,1.5186399674814552,1.347638254567416,1.042126683338621,1.4268995120176236,1.1319308326632846,1.1569009304395053,1.26488658469178
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H4K8ac,1.2846228209695845,,1.6303313749153485,1.3805104330949654,1.5226624536629263,1.2441474067845295,1.3744585644717269,1.427156319924217,1.6182291386233345,1.798785703536577,1.6343483484528374,1.4609738855025753,1.1939386955243485,1.2593588833361853,1.4589083842292663,1.1836084898806618,1.3622067560583844,1.596116392355496,1.4468491200258864,1.1141566782546075,1.5101187357879908,1.2062642248309619,1.2733838629689878,1.37213230234131
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
H4K5ac_H3K4ac,0.935936443937436,,,1.2701078606321587,1.1707582598634954,0.8804902972308195,0.914268096128561,1.0175418245057575,1.9374082566553312,1.6173563723636768,1.940447210542379,1.2955656292902304,0.8073737080265371,0.846909846672915,1.9719953660665634,0.8120727160442129,0.9382662288790709,1.933947984937081,2.01370946493142,0.6913401047335501,1.1753828760032619,0.8643430831364363,0.8297861772725259,1.0036344113767548
