,tc_value,mmi_value
H3K4me1_H3K9ac_H3K18ac,0.8155403971990705,-0.2042046163841853
H3K4me3_H4K91ac_H2BK12ac,0.8918908533577703,-0.20408575818048114
H3K4me2_H3K27ac_H4K8ac,0.7153930462160609,-0.20405243507012827
H3K4me1_H4K5ac_H2BK120ac,0.7118214010800799,-0.20402411698381506
H3K4me3_H2AK5ac_H2BK120ac,0.5669107832023759,-0.203982547220809
H2AZ_H3K9me1_H2BK120ac,0.4742069646716427,-0.20395671979183128
H3K4me1_H3K9ac_H4K5ac,0.6046791912171727,-0.2037015580912822
H3K4me2_H4K8ac_H4K12ac,0.6183859455795968,-0.20313456145568054
H3K4me1_H4K91ac_H2BK5ac,0.7257327712231731,-0.20280587307648013
H3K4me3_H4K91ac_H2BK120ac,1.2499310199064517,-0.2027792735098135
H3K4me2_H4K12ac_H2BK5ac,0.7225548567143889,-0.20130126995876907
H3K4me1_H4K5ac_H4K12ac,0.6776515050169412,-0.20124216368939152
H3K4me1_H3K27ac_H4K8ac,0.6517453772384698,-0.2008781282955816
H2AZ_H3K4me1_H4K5ac,0.5056069691178102,-0.20071763378647844
H3K4me2_H3K18ac_H4K5ac,0.7745682904779354,-0.1998047117308417
H3K4me2_H3K36ac_H4K12ac,0.78375904140435,-0.1997973678023488
H3K4me1_H3K9me1_H3K36ac,0.4295747267559289,-0.19949645155197082
H3K4me1_H3K9me1_H4K8ac,0.4153284350513413,-0.1991665009026775
H3K4me1_H3K9me1_H2BK5ac,0.42421737222844236,-0.1988703211787506
H3K4me1_H3K18ac_H2BK120ac,0.9966504683223363,-0.19865824831667211
H3K4me3_H3K27ac_H2AK5ac,0.6571090925635961,-0.1986012511379851
H2AZ_H3K4me2_H4K5ac,0.5720507233833612,-0.1985472549359386
H3K4me1_H4K8ac_H4K12ac,0.5625970007872727,-0.19848811134326283
H2BK5me1_H3K9me1_H3K18ac,0.41990635743037785,-0.19847489639771965
H3K9me1_H3K18ac_H3K27ac,0.9138794458014008,-0.19830938806661358
H3K4me2_H3K9me1_H2BK5ac,0.6807214277631743,-0.19825899952208204
H3K4me2_H4K8ac_H2BK120ac,0.6279607833667029,-0.19816209139798957
H3K4me2_H3K18ac_H3K36ac,0.8365339535351186,-0.1980016304153409
H2BK5me1_H3K4me2_H2BK20ac,0.3744658940149037,-0.19767247378186426
H2AZ_H3K9me1_H4K12ac,0.417651421767804,-0.19672136693315423
H3K4me1_H4K5ac_H2BK20ac,0.6312983544142021,-0.19662136728514135
H3K4me2_H3K4ac_H3K18ac,0.8840767846791415,-0.19626974843798095
H3K4me2_H3K9me1_H3K36ac,0.6851624741403004,-0.19621438621417653
H3K4me3_H3K27ac_H4K12ac,1.1614415891836192,-0.19609013265330333
H3K4me1_H2BK20ac_H2BK120ac,0.94342654581442,-0.19604241708995396
H3K4me3_H4K20me1_H3K18ac,0.8075603392585347,-0.19595867302188275
H3K4me1_H3K4ac_H3K27ac,0.7827137908648218,-0.1955961012175358
H3K4me2_H3K9ac_H4K5ac,0.5985096836828898,-0.19548864049465564
H3K4me1_H3K27ac_H2BK12ac,0.6615129587949564,-0.19516360857933002
H3K4me1_H3K9me1_H2BK12ac,0.39760832072766306,-0.19464539131396208
H3K9me1_H4K8ac_H4K91ac,0.46616787076174404,-0.19448901778633854
H3K4me2_H3K4ac_H3K9ac,0.6511203753175483,-0.19433441222905934
H3K4me3_H3K18ac_H2AK5ac,0.5910019548976386,-0.19366421790751076
H3K4me1_H4K20me1_H2BK12ac,0.4145766392886685,-0.19314808766102232
H3K4me2_H4K8ac_H2BK20ac,0.5605189195571132,-0.1928334280617623
H3K4me1_H4K8ac_H2BK120ac,0.57923933005614,-0.19206917225131726
H3K9me1_H3K9ac_H4K12ac,0.5288406826622261,-0.19188865124736054
H3K4me1_H3K4me3_H4K16ac,0.5128684220078128,-0.19160825080378885
H3K4me1_H4K8ac_H2BK20ac,0.5091683510695528,-0.19157618298104673
H3K4me2_H2BK5ac_H2BK20ac,0.7007451192061946,-0.19129098432552816
H3K4me2_H3K9ac_H3K36ac,0.6747871004339157,-0.1912859237237683
H3K4me3_H4K20me1_H3K4ac,0.5991551005183435,-0.19121440317197447
H3K9me1_H4K91ac_H2BK20ac,0.8356380313887435,-0.19079708837716325
H3K4me1_H3K4ac_H4K91ac,0.9155276536453041,-0.19078210820617159
H3K4me2_H3K9me1_H3K4ac,0.6746173742110724,-0.1905863393954892
H3K4me3_H2AK5ac_H2BK20ac,0.5085810650535585,-0.1904873759932535
H3K9me1_H4K20me1_H2BK20ac,0.40820294461130047,-0.19039085717874116
H3K4me1_H3K9ac_H2BK120ac,0.7896402361585153,-0.19039061714181216
H3K4me2_H3K9me1_H4K5ac,0.729735981622273,-0.19029659960017575
H3K4me1_H3K18ac_H4K8ac,0.6328878996160974,-0.18988777576422677
H3K4me1_H3K4me3_H3K36me3,0.5934067750932517,-0.189688933028906
H3K4me2_H3K18ac_H4K8ac,0.6894126891760042,-0.18965111715882976
H3K9me1_H3K9ac_H3K27ac,0.8097085404907585,-0.1894326054811586
H3K4me2_H3K4ac_H4K5ac,0.633375569181224,-0.1894321610894636
H3K4me2_H3K36ac_H2BK20ac,0.770508393982059,-0.18920340747378894
H3K4me2_H3K18ac_H2BK5ac,0.8002482766756955,-0.18903659687155283
H3K4me2_H3K36ac_H2BK120ac,0.8535615546720194,-0.18888896705967184
H3K4me3_H4K12ac_H2AK5ac,0.48873610958987257,-0.18883238725322116
H3K4me1_H4K20me1_H3K36ac,0.47045451652616954,-0.18871431865717447
H3K4me2_H3K18ac_H2BK12ac,0.7187930129355493,-0.18730319729969125
H3K4me3_H3K27me1_H4K91ac,0.46987979799819435,-0.18676605565501703
H3K4me2_H2BK5ac_H2BK120ac,0.8295118961628898,-0.1866496590057931
H3K4me1_H3K36ac_H4K12ac,0.7628818813177105,-0.18636877188241385
H2BK5me1_H3K9me1_H4K12ac,0.3660220429298633,-0.18589949220018553
H3K4me1_H3K9ac_H3K27ac,0.940709192339444,-0.1857684233065946
H2AZ_H3K9me1_H3K9ac,0.5424538740075633,-0.18552956212418792
H3K4me1_H4K20me1_H2BK5ac,0.41045114986340536,-0.18534860844763656
H3K4me2_H3K4ac_H2BK120ac,0.9030171246621173,-0.18528746299378085
H3K9me1_H3K9ac_H2BK120ac,0.6595033732653501,-0.18521501921967598
H3K9me1_H3K18ac_H4K12ac,0.8252144761714941,-0.18510070711675475
H2BK5me1_H3K4me3_H4K12ac,0.6693980794672019,-0.18448154923024163
H3K9me1_H3K27ac_H3K36ac,0.6983187029330828,-0.18413282362369898
H3K9me1_H4K20me1_H3K9ac,0.37503211203603826,-0.18409228253171506
H3K4me2_H4K20me1_H2BK5ac,0.37526741335454616,-0.18399907091546375
H2AZ_H3K9me1_H2BK20ac,0.4036318715350671,-0.1838078607546887
H3K4me1_H4K12ac_H2BK5ac,0.6990620025031582,-0.18350254438344749
H3K9me1_H3K9ac_H3K18ac,0.6728939030224659,-0.18335686816631735
H3K4me1_H3K4me2_H4K16ac,0.3325192734807292,-0.18312520342299443
H3K4me2_H4K20me1_H4K5ac,0.47200009302303236,-0.18248330425929282
H3K9me1_H3K18ac_H2BK120ac,0.9332413409401443,-0.1823759721863265
H4K20me1_H3K27ac_H4K91ac,0.8530661450740737,-0.18222912078063302
H3K9me1_H4K91ac_H2BK5ac,0.6371003885324065,-0.18206945886636916
H3K4me3_H3K27me1_H4K20me1,0.4546709463565577,-0.18204631536560534
H2AZ_H3K4me2_H2BK12ac,0.4348340011759362,-0.18204108587686818
H3K4me2_H3K4ac_H4K12ac,0.8355134612433144,-0.1819054782433973
H3K4me2_H3K27me1_H4K20me1,0.30921719246864754,-0.1818110048589361
H3K4me2_H3K27ac_H2BK5ac,1.0134970513409947,-0.18142907553655974
H3K4me1_H4K20me1_H4K8ac,0.43977945604183866,-0.1812281043196151
H3K4me2_H4K20me1_H3K36ac,0.43067658170803114,-0.18101614728496607
H2BK5me1_H3K4me2_H3K4ac,0.3260302175945142,-0.18065260944924866
H3K4me2_H3K9ac_H2BK12ac,0.5447555010308456,-0.18046513896574545
H3K9me1_H3K36ac_H4K91ac,0.6635396466544954,-0.18038785518242584
H3K4me1_H3K27ac_H3K36ac,0.7552038360340507,-0.17982981458894365
H3K4me2_H3K4me3_H3K36me3,0.5165194959848218,-0.17936892836245377
H3K9me1_H3K9ac_H2BK20ac,0.5111271303136657,-0.17911846756911665
H3K9me1_H3K4ac_H3K27ac,0.710845513290085,-0.17860455216488802
H3K4me2_H3K9me1_H2BK12ac,0.6526331058671317,-0.1784225768507426
H2BK5me1_H3K27me1_H4K20me1,0.8345982703704866,-0.17837537280892768
H3K9me1_H3K18ac_H2BK20ac,0.8293701284668611,-0.177295412934507
H3K4me1_H3K18ac_H2BK12ac,0.6832853552503835,-0.17724084414714092
H3K4me1_H3K4me2_H3K27me1,0.49584542622301697,-0.17723751804653176
H3K4me1_H3K36ac_H2BK20ac,0.7520974838705001,-0.17719189025587312
H3K4me2_H3K9ac_H4K8ac,0.5659714713430297,-0.17711525506791403
H3K9me1_H4K20me1_H3K4ac,0.3526379838394611,-0.17684457329791314
H2BK5me1_H3K9me1_H2BK120ac,0.37248177700045915,-0.1764821586353662
