,tc_value,mmi_value
H3K4me1_H3K4me2_H3K4me3,1.5311538473796436,-0.9336112400811931
H3K4me2_H3K4me3_H4K91ac,1.2516318715636654,-0.8025979505713128
H3K4me1_H3K4me2_H4K20me1,1.062381981184398,-0.796091673519502
H3K4me1_H3K4me3_H4K91ac,1.310222460096396,-0.7872659416752352
H3K4me1_H3K4me3_H4K20me1,1.2631793134213822,-0.7595027045932348
H3K4me2_H3K4me3_H4K20me1,1.1713786954560295,-0.7480576417569029
H3K4me1_H3K4me3_H3K9me1,1.2414109653580123,-0.7389102435126969
H3K4me1_H3K4me2_H4K91ac,0.9988911406459877,-0.7369319184913863
H2BK5me1_H3K4me1_H3K4me2,1.0404858683610225,-0.6657039913993312
H3K4me3_H3K9me1_H4K20me1,0.9487484750708362,-0.654831710682819
H3K4me1_H3K4me2_H3K27ac,0.9557336036254842,-0.6525746257154115
H2BK5me1_H3K4me1_H4K20me1,1.4620518594381764,-0.6524394960023692
H3K4me1_H4K20me1_H4K91ac,0.9089402357082044,-0.6439037412557589
H3K4me1_H3K4me3_H3K27ac,1.3616326533938015,-0.6428405994176813
H3K4me2_H3K4me3_H3K27ac,1.3320762262837373,-0.6413833269086258
H3K4me2_H3K4me3_H4K12ac,1.0563747243998378,-0.6412864728447172
H3K4me1_H3K4me3_H4K12ac,1.0945238856931052,-0.6402644040518961
H3K4me3_H3K9me1_H4K91ac,0.9361179894502651,-0.6392294647181753
H3K4me1_H3K9me1_H4K20me1,0.9524950737118285,-0.6362111679438165
H3K4me1_H3K4me3_H3K18ac,1.255355228845005,-0.6356173401476966
H3K4me2_H3K4me3_H3K9me1,1.351842748682964,-0.6332689241589744
H3K4me2_H3K4me3_H3K18ac,1.2019823071059719,-0.6139408162334608
H3K4me1_H3K4me2_H3K18ac,0.8922240242509343,-0.6132343861675942
H3K4me2_H3K4me3_H2BK120ac,1.1137925152457093,-0.5977605246911573
H3K4me1_H3K4me2_H4K12ac,0.8278048511657747,-0.5946296170663192
H3K4me2_H3K27ac_H4K91ac,1.1729088435832686,-0.5886763328649902
H3K4me1_H3K4me3_H2BK120ac,1.1485083202872541,-0.5877589845025373
H2BK5me1_H3K4me2_H3K4me3,1.1037611360291866,-0.5856099664392307
H3K4me1_H3K4me3_H2BK20ac,1.0497893540561396,-0.5835236125926908
H3K4me1_H3K4me2_H2BK120ac,0.8277406713526947,-0.5793706750899847
H3K4me3_H4K20me1_H4K91ac,1.0253945287268937,-0.5781506152488749
H3K4me2_H3K4me3_H2BK20ac,0.9992940773808172,-0.5717232128743372
H3K4me2_H4K20me1_H4K91ac,0.7784709003220058,-0.5715834035168736
H2BK5me1_H3K4me2_H4K20me1,1.1899055559352067,-0.5705353901514219
H3K4me1_H3K9me1_H4K91ac,0.8440485709710348,-0.5548368576625045
H3K4me1_H3K4me2_H2BK20ac,0.7718859973887842,-0.5448648491642754
H2BK5me1_H3K4me1_H4K91ac,0.9058154653209272,-0.5418182190757665
H2BK5me1_H3K4me1_H3K4me3,1.2627731340349513,-0.5386061670114444
H3K4me1_H3K4me3_H4K5ac,0.9794761557057274,-0.5353459875188324
H3K4me1_H3K27ac_H4K91ac,1.1239936554916863,-0.533868547654107
H3K4me3_H3K9me1_H3K27ac,1.023273030065063,-0.5278205437420205
H3K4me2_H3K4me3_H4K5ac,0.9560826114865755,-0.5164607869082936
H2BK5me1_H3K4me3_H3K9me1,0.9075745418359595,-0.5130118627854579
H2BK5me1_H3K4me1_H3K9me1,0.938458634712001,-0.5078673608754993
H3K4me2_H3K9me1_H4K20me1,1.054158427077251,-0.5060278188490503
H3K4me2_H3K4me3_H3K4ac,0.9379858471495126,-0.5051758180420798
H3K4me3_H3K9me1_H4K12ac,0.7613494805654106,-0.4999221269561449
H2AZ_H3K4me1_H3K4me2,0.7996319658569888,-0.49590843106684446
H3K4me2_H3K18ac_H4K91ac,1.2068671243923887,-0.49408293068285936
H3K4me3_H3K9me1_H3K18ac,0.9037432851764979,-0.49397768896490746
H3K4me1_H3K4me3_H3K4ac,0.9789240402402051,-0.49225262271827575
H3K4me1_H4K20me1_H4K12ac,0.7660916351080598,-0.49220892743065825
H3K4me1_H3K4me2_H3K9me1,1.2263152538617703,-0.4902415677699672
H2AZ_H3K4me2_H4K91ac,0.7780561791633378,-0.48968139046843184
H3K4me1_H3K4me2_H4K5ac,0.7540867173673398,-0.48865728823378873
H2BK5me1_H3K9me1_H4K20me1,1.1278162215376817,-0.48699906273712656
H3K4me2_H3K4me3_H3K36ac,0.9631894553283971,-0.4852612319377112
H3K4me1_H4K20me1_H3K27ac,0.8138668541769061,-0.4847004056772928
H3K4me1_H3K4me3_H4K8ac,0.9335477638830181,-0.48284832042138426
H2BK5me1_H3K4me2_H4K91ac,0.6624022211929095,-0.48221421489956917
H3K4me1_H4K20me1_H3K18ac,0.8277344694171873,-0.4798657695815649
H3K4me3_H3K9me1_H2BK120ac,0.8245722997391596,-0.4771359475061985
H2AZ_H3K4me2_H3K4me3,1.2173063984534487,-0.475736107015436
H3K4me2_H3K9me1_H4K91ac,1.0032246912975502,-0.4757333178286256
H3K4me1_H3K4me2_H3K4ac,0.7039695553486851,-0.47519245942333477
H3K4me2_H3K4me3_H4K8ac,0.9202412765375527,-0.4747800895168517
H3K4me1_H3K9me1_H3K27ac,0.7615592301401808,-0.4742427778679943
H3K4me3_H3K27ac_H4K91ac,1.472984068030808,-0.4701483657368186
H3K4me2_H4K20me1_H3K27ac,0.7846093985165652,-0.46776850483651344
H3K9me1_H4K20me1_H4K91ac,0.6636188604538535,-0.4638412763528432
H3K4me1_H3K9me1_H3K18ac,0.7422031120617572,-0.46209148122514243
H3K4me2_H3K9ac_H4K91ac,0.9477121987797634,-0.46197893980932214
H3K4me1_H3K18ac_H4K91ac,1.1842142720128432,-0.46194023796022776
H3K4me1_H3K4me2_H3K9ac,0.8125031214328686,-0.4559422198190557
H3K4me2_H4K12ac_H4K91ac,1.118909716487142,-0.45551444535204055
H3K4me2_H3K27ac_H4K12ac,1.0763609475569833,-0.4510727289990246
H3K4me1_H4K12ac_H4K91ac,1.1310804056979613,-0.4507204619584364
H3K4me1_H3K4me2_H3K36ac,0.6888517772638512,-0.4502119192354801
H3K4me3_H3K9me1_H2BK20ac,0.7201255208543493,-0.45018019138191434
H3K4me2_H4K91ac_H2BK120ac,1.2188930425387188,-0.4490441234140672
H3K4me1_H3K4me2_H4K8ac,0.680626520418663,-0.44715024532785463
H3K4me2_H3K9me1_H3K27ac,1.0182753803227698,-0.44685582506241595
H3K9me1_H3K27ac_H4K91ac,0.956810480574271,-0.44552400630111144
H3K4me1_H3K4me3_H3K36ac,0.9711382747957629,-0.4451951163740233
H3K4me2_H3K4me3_H2BK12ac,0.830937364778789,-0.4451330852584654
